task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,0,3.46793e-17,871,"[3.025355339050293, -17.520423889160156, 18.58634376525879]","[-29.513288497924805, -7.320461273193359, -24.813642501831055]",4501,[-29.79881477355957],[-32.021080017089844],-128.82268,-178.36372,correct,True,-386.46802,-178.36372,incorrect,False,-145.53955,-178.36372,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,1,1.657984e-13,969,"[-6.058633327484131, -18.133115768432617, 0.9116605520248413]","[-23.180339813232422, -48.32130813598633, 16.67635154724121]",4722,[-35.815162658691406],[-43.36741256713867],-112.36826,-162.638,correct,True,-337.1048,-162.638,incorrect,False,-132.88147,-162.638,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,2,4.5893533e-09,1088,"[-11.20982837677002, -25.799922943115234, 8.513442039489746]","[-23.384187698364258, -22.49107551574707, 17.048715591430664]",4999,[-41.0474853515625],[-48.708465576171875],-99.42396,-156.29932,correct,True,-298.27188,-156.29932,incorrect,False,-126.46166,-156.29932,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,3,1.9805725e-06,1083,"[-14.299142837524414, -29.302026748657227, 15.50248908996582]","[-13.240306854248047, -36.77085876464844, 7.300474643707275]",5440,[-45.8092041015625],[0.9798983931541443],-86.53518,-153.15717,correct,True,-259.60553,-153.15717,incorrect,False,-121.6471,-153.15717,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,4,4.190505e-05,1191,"[-15.428478240966797, -34.42992401123047, 16.859426498413086]","[-18.717939376831055, -12.017288208007812, -16.40361785888672]",5121,[-44.45833206176758],[-17.657655715942383],-82.88401,-150.97153,correct,True,-248.65204,-150.97153,incorrect,False,-121.94168,-150.97153,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,5,0.01626738,1265,"[-17.927860260009766, -34.78495788574219, 9.5235595703125]","[-4.692957401275635, -49.157684326171875, -12.855168342590332]",4615,[-43.42691421508789],[-11.3844633102417],-76.71171,-141.47455,correct,True,-230.13513,-141.47455,incorrect,False,-115.97549,-141.47455,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,6,0.013160862,1154,"[-18.069406509399414, -43.811859130859375, 2.7154808044433594]","[-22.49247169494629, -45.54539489746094, -20.807241439819336]",4547,[-43.77323532104492],[-23.30760955810547],-80.07889,-138.68079,correct,True,-240.23666,-138.68079,incorrect,False,-112.97696,-138.68079,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,7,0.6807978,1284,"[-21.3686580657959, -47.13202667236328, -2.3560292720794678]","[-22.007312774658203, -42.35285949707031, -15.707405090332031]",4237,[-43.497581481933594],[-37.82845687866211],-81.04404,-127.77596,correct,True,-243.13211,-127.77596,incorrect,False,-105.64706,-127.77596,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,8,0.033486538,1264,"[-24.051025390625, -49.406803131103516, -4.832285404205322]","[-18.13359832763672, -48.21603012084961, -42.26264190673828]",4384,[-46.88473129272461],[-6.581421852111816],-84.0322,-126.78412,correct,True,-252.0966,-126.78412,incorrect,False,-103.950424,-126.78412,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,9,0.24203962,1411,"[-26.135751724243164, -52.165802001953125, -12.409239768981934]","[-11.080442428588867, 4.48559045791626, 11.185930252075195]",3817,[-43.9269905090332],[-9.964714050292969],-88.621315,-118.16832,correct,True,-265.86395,-118.16832,incorrect,False,-100.377075,-118.16832,correct,True
