item_id,profession,profession_bias,condition,cue,prefix,correct,incorrect,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,task
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,0,9.173301,25595,[0.05357830971479416],[-0.20202746987342834],11110,[0.9217421412467957],[-0.9569505453109741],-11.673972,-10.805808,incorrect,False,-11.673972,-10.805808,incorrect,False,-11.673972,-10.805808,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,1,9.358613,28191,[0.012653261423110962],[2.189293384552002],15059,[0.7461909651756287],[2.6931467056274414],-11.781328,-11.047791,incorrect,False,-11.781328,-11.047791,incorrect,False,-11.781328,-11.047791,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,2,9.443586,21245,[0.4060157537460327],[2.092895030975342],9516,[1.1660833358764648],[1.610238790512085],-11.398213,-10.638145,incorrect,False,-11.398213,-10.638145,incorrect,False,-11.398213,-10.638145,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,3,9.273341,13777,[0.917590856552124],[-0.5670987963676453],5517,[1.6575764417648315],[-1.155060052871704],-11.010682,-10.270697,incorrect,False,-11.010682,-10.270697,incorrect,False,-11.010682,-10.270697,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,4,9.064367,17147,[0.7594451308250427],[1.9195069074630737],9024,[1.367332100868225],[0.12948960065841675],-11.287145,-10.679258,incorrect,False,-11.287145,-10.679258,incorrect,False,-11.287145,-10.679258,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,5,9.7417345,8341,[1.1492218971252441],[-0.5430339574813843],7059,[1.2861769199371338],[0.2908483147621155],-10.4839945,-10.34704,incorrect,False,-10.4839945,-10.34704,incorrect,False,-10.4839945,-10.34704,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,6,9.929437,12045,[0.9206324219703674],[3.346334934234619],7982,[1.2808400392532349],[2.7407822608947754],-10.757544,-10.397336,incorrect,False,-10.757544,-10.397336,incorrect,False,-10.757544,-10.397336,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,7,9.966238,2855,[1.786685585975647],[3.542734384536743],2140,[1.9694477319717407],[2.274294376373291],-9.633174,-9.450412,incorrect,False,-9.633174,-9.450412,incorrect,False,-9.633174,-9.450412,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,8,9.919395,453,[2.781909942626953],[2.4228007793426514],684,[2.564927577972412],[-1.599202275276184],-8.539149,-8.756132,correct,True,-8.539149,-8.756132,correct,True,-8.539149,-8.756132,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,9,9.797929,69,[3.308460235595703],[2.581941843032837],1064,[1.8785511255264282],[1.2552902698516846],-7.515117,-8.945026,correct,True,-7.515117,-8.945026,correct,True,-7.515117,-8.945026,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,10,9.6582,19,[3.8148512840270996],[-0.9163326025009155],602,[2.121422290802002],[0.2270379662513733],-6.809691,-8.50312,correct,True,-6.809691,-8.50312,correct,True,-6.809691,-8.50312,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,11,9.244124,72,[3.5719621181488037],[5.0107598304748535],659,[2.210265874862671],[0.2459886223077774],-7.0775757,-8.439272,correct,True,-7.0775757,-8.439272,correct,True,-7.0775757,-8.439272,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,12,8.789558,30,[4.567832946777344],[5.6152238845825195],936,[2.067981243133545],[6.102880477905273],-6.1933928,-8.693245,correct,True,-6.1933928,-8.693245,correct,True,-6.1933928,-8.693245,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,13,8.661854,8,[5.5498247146606445],[2.6521286964416504],227,[3.484381675720215],[0.3572171926498413],-5.4196973,-7.4851403,correct,True,-5.4196973,-7.4851403,correct,True,-5.4196973,-7.4851403,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,14,8.32915,9,[5.7453742027282715],[2.147082805633545],340,[3.3624846935272217],[0.9051107168197632],-5.3253026,-7.708192,correct,True,-5.3253026,-7.708192,correct,True,-5.3253026,-7.708192,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,15,8.404591,14,[5.3777289390563965],[2.962322235107422],464,[3.077162742614746],[2.581434726715088],-5.725672,-8.026238,correct,True,-5.725672,-8.026238,correct,True,-5.725672,-8.026238,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,16,8.265121,23,[5.200575351715088],[4.685536861419678],447,[3.166337728500366],[0.6093050241470337],-5.9640326,-7.9982705,correct,True,-5.9640326,-7.9982705,correct,True,-5.9640326,-7.9982705,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,17,8.112934,23,[5.409431457519531],[1.4108043909072876],601,[2.9016315937042236],[2.747281312942505],-5.7750483,-8.282848,correct,True,-5.7750483,-8.282848,correct,True,-5.7750483,-8.282848,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,18,8.067979,36,[5.132580280303955],[6.6181230545043945],557,[3.04295015335083],[3.662271738052368],-6.1145573,-8.204187,correct,True,-6.1145573,-8.204187,correct,True,-6.1145573,-8.204187,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,19,7.9085317,27,[5.534669876098633],[5.519186973571777],457,[3.243333339691162],[4.877519607543945],-5.732186,-8.023522,correct,True,-5.732186,-8.023522,correct,True,-5.732186,-8.023522,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,20,7.7146907,27,[5.712530136108398],[9.006545066833496],390,[3.6060569286346436],[3.3509511947631836],-5.700963,-7.807436,correct,True,-5.700963,-7.807436,correct,True,-5.700963,-7.807436,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,21,7.4747963,16,[6.323530673980713],[8.864259719848633],391,[3.7538177967071533],[4.348912239074707],-5.239147,-7.8088603,correct,True,-5.239147,-7.8088603,correct,True,-5.239147,-7.8088603,correct,True,gender
