task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",0,7.5385246,16184,"[-0.0821092277765274, 1.2866061925888062, 1.4783083200454712]","[-1.6918467283248901, -0.44487571716308594, -0.7124008536338806]",37164,[-2.8822784423828125],[-0.7577685117721558],-13.197383,-15.857645,correct,True,-39.592148,-15.857645,incorrect,False,-13.057476,-15.857645,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",1,7.22363,18832,"[-0.7831228375434875, 0.9296396374702454, 0.8260411620140076]","[-0.6790810823440552, -1.0683904886245728, 2.340392589569092]",35205,[-2.96635365486145],[-1.4052269458770752],-13.023316,-15.83156,correct,True,-39.06995,-15.83156,incorrect,False,-13.64833,-15.83156,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",2,6.741192,21489,"[-0.8267701864242554, 0.28278884291648865, 2.102097988128662]","[0.735929012298584, -1.5718847513198853, 3.6703367233276367]",35443,[-2.6206181049346924],[2.378810167312622],-12.695636,-15.721006,correct,True,-38.086906,-15.721006,incorrect,False,-13.927158,-15.721006,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",3,7.238167,19371,"[-0.5959647297859192, -0.2488059550523758, 4.418628692626953]","[-0.23578007519245148, 5.480963230133057, 3.1150667667388916]",27655,[-1.6237488985061646],[3.76849102973938],-12.127437,-14.49947,correct,True,-36.38231,-14.49947,incorrect,False,-13.471685,-14.49947,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",4,6.5474496,22967,"[-0.693702757358551, 1.2999932765960693, 6.040443420410156]","[0.4238029718399048, -2.396451234817505, -4.59547233581543]",20042,[-0.3360579013824463],[0.3111311197280884],-11.253697,-13.619125,correct,True,-33.761093,-13.619125,incorrect,False,-13.97677,-13.619125,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",5,5.5583878,13541,"[-0.5885763764381409, 0.4703180491924286, 2.804569959640503]","[3.211646795272827, -2.0633950233459473, 5.171764850616455]",10528,[-0.06147681549191475],[0.5465347170829773],-12.173263,-13.074602,correct,True,-36.519787,-13.074602,incorrect,False,-13.601702,-13.074602,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",6,6.2212467,7994,"[0.8810421228408813, -0.14152826368808746, 5.19735860824585]","[-0.17538993060588837, 1.6258738040924072, 3.225205421447754]",11213,[0.27386534214019775],[1.9694876670837402],-11.054565,-12.698798,correct,True,-33.163696,-12.698798,incorrect,False,-12.091621,-12.698798,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",7,6.060058,8235,"[0.7454231977462769, 0.5864009857177734, 6.182168960571289]","[-3.776751756668091, 6.637972831726074, 1.0028698444366455]",6047,[1.2472113370895386],[0.9715169668197632],-10.567619,-11.788954,correct,True,-31.702858,-11.788954,incorrect,False,-12.290741,-11.788954,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",8,4.922448,21083,"[-1.2433056831359863, 3.408578634262085, 6.195809364318848]","[5.886502742767334, 0.796229898929596, -0.87132328748703]",4225,[1.6734963655471802],[-4.1826910972595215],-10.352599,-11.45303,correct,True,-31.057796,-11.45303,incorrect,False,-14.369831,-11.45303,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",9,4.908117,5131,"[1.3310433626174927, 3.777536153793335, 5.876105785369873]","[2.0922157764434814, 0.11316610127687454, 4.91580057144165]",12185,[-0.10311847925186157],[-3.551955461502075],-9.577682,-13.192866,correct,True,-28.733044,-13.192866,incorrect,False,-11.758703,-13.192866,correct,True
