task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",0,0.0,565,"[44.59375, 19.46875, 19.375]","[-4.99609375, 14.59375, -3.853515625]",18172,[-10.78125],[1.6728515625],-123.25,-158.9,correct,True,-369.8,-158.9,incorrect,False,-103.5,-158.9,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",1,0.0,614,"[42.15625, 21.546875, 15.6640625]","[0.379638671875, -3.1171875, 6.98046875]",18535,[-10.0859375],[0.9140625],-110.56,-145.9,correct,True,-331.8,-145.9,incorrect,False,-93.6,-145.9,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",2,0.0,613,"[39.21875, 21.03125, 16.59375]","[23.78125, 11.40625, 10.390625]",18688,[-9.171875],[-9.9765625],-100.94,-132.1,correct,True,-303.0,-132.1,incorrect,False,-83.75,-132.1,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",3,1.52e-05,578,"[40.25, 21.78125, 19.046875]","[5.78515625, 5.91796875, 6.34765625]",18910,[-10.171875],[-2.58203125],-89.25,-128.9,correct,True,-267.8,-128.9,incorrect,False,-78.5,-128.9,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",4,0.0002308,607,"[38.1875, 22.234375, 19.71875]","[11.1796875, -2.830078125, 5.3828125]",19529,[-9.84375],[-10.4765625],-81.2,-122.25,correct,True,-243.5,-122.25,incorrect,False,-74.2,-122.25,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",5,0.009125,613,"[37.0625, 21.09375, 20.59375]","[19.0, 2.564453125, 5.609375]",19804,[-10.4140625],[-17.140625],-77.1,-118.3,correct,True,-231.2,-118.3,incorrect,False,-70.8,-118.3,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",6,0.2585,613,"[36.5625, 20.671875, 21.015625]","[30.734375, 23.3125, 23.546875]",20114,[-12.359375],[-8.171875],-71.56,-117.2,correct,True,-214.6,-117.2,incorrect,False,-68.25,-117.2,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",7,0.697,617,"[37.3125, 23.546875, 26.265625]","[14.4453125, 3.86328125, 8.359375]",20581,[-12.3359375],[-6.57421875],-64.2,-116.4,correct,True,-192.5,-116.4,incorrect,False,-66.75,-116.4,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",8,0.3994,629,"[37.25, 23.359375, 27.484375]","[0.720703125, 0.68896484375, 9.46875]",20546,[-12.4453125],[-2.251953125],-61.8,-116.6,correct,True,-185.5,-116.6,incorrect,False,-66.94,-116.6,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",9,0.2341,643,"[36.5, 22.78125, 28.265625]","[16.140625, 11.8046875, 11.09375]",20628,[-12.34375],[-0.28271484375],-60.53,-116.1,correct,True,-181.5,-116.1,incorrect,False,-67.25,-116.1,correct,True
