task,item_id,condition,exemplar,correct,incorrect,human_prop_correct,prefix,question,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,0,3.989266,39326,[0.3766915202140808],[-1.6011748313903809],21975,"[2.554121732711792, 12.911925315856934]","[-0.8630788326263428, -0.15911731123924255]",-17.265762,-8.848137,incorrect,False,-17.265762,-17.696274,correct,True,-17.265762,-15.088332,incorrect,False
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,1,4.4441066,41867,[-0.26779237389564514],[1.3874036073684692],20469,"[2.4119491577148438, 11.266432762145996]","[-2.6615705490112305, 0.2600976526737213]",-17.156769,-9.480211,incorrect,False,-17.156769,-18.960423,correct,True,-17.156769,-14.477027,incorrect,False
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,2,4.277827,38506,[0.31614819169044495],[1.0713123083114624],30079,"[1.3801507949829102, 10.611166000366211]","[-0.07575663179159164, 1.1648763418197632]",-16.366257,-9.913272,incorrect,False,-16.366257,-19.826544,correct,True,-16.366257,-15.302254,incorrect,False
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,3,4.4864044,38833,[0.7207285761833191],[0.50954669713974],35730,"[1.1556212902069092, 9.896106719970703]","[-0.5503559708595276, -3.640615940093994]",-16.630814,-10.655802,incorrect,False,-16.630814,-21.311604,correct,True,-16.630814,-16.195919,incorrect,False
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,4,5.8625574,36788,[0.8284270763397217],[0.9637479782104492],37020,"[0.7963934540748596, 8.921239852905273]","[-2.0816118717193604, 2.7344677448272705]",-15.664707,-10.731116,incorrect,False,-15.664707,-21.462233,correct,True,-15.664707,-15.696741,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,5,6.363897,34785,[1.210277795791626],[2.326814651489258],42334,"[0.09807085990905762, 9.157210350036621]","[4.696996688842773, -0.3174419105052948]",-15.208236,-10.713446,incorrect,False,-15.208236,-21.426891,correct,True,-15.208236,-16.320442,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,6,7.872068,23970,[1.988545536994934],[-3.307070016860962],25498,"[1.839700698852539, 8.759511947631836]","[-1.498693585395813, 0.9409307241439819]",-13.208509,-9.202819,incorrect,False,-13.208509,-18.405638,correct,True,-13.208509,-13.357353,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,7,7.2451053,36288,[0.8052236437797546],[-3.2971136569976807],32100,"[1.2829806804656982, 8.54202651977539]","[-3.2196881771087646, 4.317878246307373]",-14.755104,-9.660279,incorrect,False,-14.755104,-19.320559,correct,True,-14.755104,-14.277347,incorrect,False
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,8,6.0184655,42012,[-0.2954963743686676],[1.512004017829895],38314,"[0.23013006150722504, 9.124524116516113]","[1.7580281496047974, -2.879314422607422]",-15.595837,-9.747635,incorrect,False,-15.595837,-19.49527,correct,True,-15.595837,-15.07021,incorrect,False
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,9,6.29451,39218,[0.19813181459903717],[5.943074703216553],33812,"[0.8393880128860474, 8.171516418457031]","[4.338930130004883, 3.0029070377349854]",-15.284677,-9.966236,incorrect,False,-15.284677,-19.932472,correct,True,-15.284677,-14.64342,incorrect,False
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,10,5.904524,20695,[2.2761693000793457],[-0.4022652506828308],19679,"[2.379647970199585, 8.805216789245605]","[-1.6371880769729614, 3.694650411605835]",-13.483685,-9.079452,incorrect,False,-13.483685,-18.158903,correct,True,-13.483685,-13.380205,incorrect,False
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,11,5.1624904,19193,[2.1532418727874756],[0.5719540119171143],21283,"[1.9399986267089844, 9.31364631652832]","[1.5103257894515991, 2.7781925201416016]",-13.224799,-8.928716,incorrect,False,-13.224799,-17.857431,correct,True,-13.224799,-13.438043,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,12,6.624536,18526,[2.200174570083618],[3.714508295059204],17639,"[2.2934062480926514, 9.450780868530273]","[2.0832016468048096, 2.1416358947753906]",-12.763184,-8.354178,incorrect,False,-12.763184,-16.708357,correct,True,-12.763184,-12.669951,incorrect,False
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,13,7.1148286,6826,[3.2313029766082764],[-0.02277272753417492],9395,"[2.8426034450531006, 9.426606178283691]","[4.8767991065979, 1.6218059062957764]",-11.051393,-7.756591,incorrect,False,-11.051393,-15.513182,correct,True,-11.051393,-11.440092,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,14,7.016158,9460,[3.1330575942993164],[0.8525111675262451],4607,"[3.976665496826172, 9.263070106506348]","[-0.6893216967582703, 2.6857028007507324]",-11.573584,-7.6654735,incorrect,False,-11.573584,-15.330947,correct,True,-11.573584,-10.729976,incorrect,False
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,15,7.2264504,7177,[3.1275296211242676],[12.99104118347168],4883,"[3.5488922595977783, 9.352055549621582]","[8.120835304260254, 2.8363051414489746]",-11.146053,-7.338667,incorrect,False,-11.146053,-14.677334,correct,True,-11.146053,-10.724691,incorrect,False
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,16,7.2162294,271,[6.332127571105957],[7.492443561553955],748,"[5.450701713562012, 9.463621139526367]","[5.639103412628174, 5.817502498626709]",-8.08061,-6.3033485,incorrect,False,-8.08061,-12.606697,correct,True,-8.08061,-8.962036,correct,True
