task,item_id,condition,exemplar,correct,incorrect,human_prop_correct,prefix,question,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,0,9.7992935,8109,[0.8371216654777527],[0.7165471315383911],15784,"[0.14119315147399902, 13.273417472839355]","[-6.418286323547363, -0.3176044821739197]",-10.444778,-6.700184,incorrect,False,-10.444778,-13.400368,correct,True,-10.444778,-11.140707,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,1,9.48796,3645,[1.471670150756836],[-0.503319263458252],44726,"[-2.820906400680542, 10.80087661743164]","[-0.4677742123603821, 3.760873317718506]",-9.807885,-8.205356,incorrect,False,-9.807885,-16.410711,correct,True,-9.807885,-14.100462,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,2,9.097229,8241,[1.1971814632415771],[-2.4185702800750732],44430,"[-2.527482509613037, 10.695540428161621]","[0.15314598381519318, 0.9213321208953857]",-10.687774,-8.100911,incorrect,False,-10.687774,-16.201822,correct,True,-10.687774,-14.412437,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,3,8.799659,12201,[0.08048269152641296],[1.321065068244934],33065,"[-2.008164167404175, 10.59650993347168]","[-2.351137399673462, 3.9594595432281494]",-11.356831,-7.872717,incorrect,False,-11.356831,-15.745434,correct,True,-11.356831,-13.445477,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,4,8.626715,5485,[0.7674577832221985],[-0.6828200817108154],33685,"[-2.6083734035491943, 10.873115539550781]","[1.4841841459274292, 0.1412665843963623]",-10.457426,-7.730368,incorrect,False,-10.457426,-15.460736,correct,True,-10.457426,-13.833258,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,5,8.613743,8448,[0.3554542064666748],[1.005190134048462],22383,"[-1.2080893516540527, 10.293191909790039]","[-2.1287832260131836, 2.6383914947509766]",-10.941487,-7.3880053,incorrect,False,-10.941487,-14.7760105,correct,True,-10.941487,-12.505032,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,6,8.443853,4377,[0.8898773193359375],[-1.7314462661743164],24413,"[-1.8234108686447144, 10.824872970581055]","[0.005825355648994446, 1.687691330909729]",-10.23577,-7.540801,incorrect,False,-10.23577,-15.081602,correct,True,-10.23577,-12.949059,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,7,8.0516,7927,[0.32509326934814453],[4.098928451538086],23739,"[-1.560388207435608, 11.486257553100586]","[1.505979061126709, 6.722522735595703]",-11.093035,-7.162427,incorrect,False,-11.093035,-14.324854,correct,True,-11.093035,-12.978516,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,8,7.760303,1347,[2.1882870197296143],[2.1306583881378174],12879,"[-0.540804386138916, 13.070950508117676]","[-1.4038106203079224, 1.4316811561584473]",-9.268254,-6.3600836,incorrect,False,-9.268254,-12.720167,correct,True,-9.268254,-11.997345,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,9,7.3198524,599,[3.0425174236297607],[2.070338726043701],14178,"[-0.831196665763855, 13.026333808898926]","[-1.4058871269226074, 1.633459448814392]",-8.5706625,-6.6335044,incorrect,False,-8.5706625,-13.267009,correct,True,-8.5706625,-12.444377,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,10,7.2824607,295,[3.763214349746704],[16.08732795715332],14888,"[-1.102724313735962, 13.377779960632324]","[5.205582618713379, 6.0381293296813965]",-7.751824,-6.6869626,incorrect,False,-7.751824,-13.373925,correct,True,-7.751824,-12.617762,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,11,4.3086395,1,[11.013236045837402],[4.70576810836792],1571,"[1.9374604225158691, 14.366434097290039]","[3.3287174701690674, 8.771363258361816]",-1.6720219,-5.5951457,correct,True,-1.6720219,-11.190291,correct,True,-1.6720219,-10.747797,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,12,4.798474,1,[10.661391258239746],[7.497559547424316],638,"[2.8947999477386475, 15.17467212677002]","[1.2181520462036133, 6.792055606842041]",-1.5105313,-4.7433352,correct,True,-1.5105313,-9.4866705,correct,True,-1.5105313,-9.2771225,correct,True
