task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,0,9.521816,37447,"[-1.1206194162368774, 2.005519151687622, 1.5430644750595093]","[3.6477410793304443, 1.5919815301895142, 1.4003982543945312]",25774,[-0.38468846678733826],[1.3592921495437622],-10.729401,-11.655658,correct,True,-32.1882,-11.655658,incorrect,False,-12.391589,-11.655658,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,1,9.691961,26449,"[-0.362286776304245, 2.0964534282684326, 1.7744500637054443]","[-3.4621362686157227, 1.4845725297927856, 3.3787052631378174]",21667,[-0.0951794683933258],[1.5446034669876099],-10.45794,-11.3624325,correct,True,-31.373821,-11.3624325,incorrect,False,-11.62954,-11.3624325,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,2,9.756512,36849,"[-1.0315455198287964, 2.1627085208892822, 2.9691479206085205]","[4.770255088806152, 4.451236248016357, 1.9473174810409546]",15767,[0.24158011376857758],[1.8763937950134277],-10.36594,-11.009407,correct,True,-31.09782,-11.009407,incorrect,False,-12.282534,-11.009407,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,3,9.777303,13664,"[0.22876839339733124, 3.130099058151245, 3.5284781455993652]","[0.5027373433113098, 2.5121002197265625, 3.836603879928589]",7214,[0.7953552603721619],[1.049677848815918],-9.611501,-10.359554,correct,True,-28.834503,-10.359554,incorrect,False,-10.926142,-10.359554,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,4,9.803029,15151,"[0.3412647843360901, 3.359010934829712, 4.446916103363037]","[1.0700323581695557, -0.07352492213249207, 5.587841510772705]",7259,[1.0273655652999878],[-3.0608835220336914],-8.99645,-10.355455,correct,True,-26.989351,-10.355455,incorrect,False,-11.041556,-10.355455,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,5,9.722419,7908,"[0.584143877029419, 3.1160874366760254, 5.671203136444092]","[3.2233009338378906, -2.0146310329437256, 2.954374313354492]",12127,[0.1768798530101776],[-0.5556319355964661],-8.44279,-10.852305,correct,True,-25.328371,-10.852305,incorrect,False,-10.445042,-10.852305,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,6,9.558178,3057,"[1.4256705045700073, 2.7245800495147705, 5.848557949066162]","[0.9486297965049744, -1.0659161806106567, 2.0538594722747803]",15373,[0.03207248076796532],[0.38644614815711975],-8.093268,-11.128405,correct,True,-24.279806,-11.128405,incorrect,False,-9.734806,-11.128405,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,7,9.670287,1995,"[1.6271642446517944, 2.2110517024993896, 5.86404275894165]","[1.217856764793396, 2.6207993030548096, 2.9311845302581787]",12188,[0.15094488859176636],[-1.0321598052978516],-8.060936,-10.870349,correct,True,-24.182808,-10.870349,incorrect,False,-9.394129,-10.870349,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,8,9.3834,994,"[1.937418818473816, 2.746734857559204, 6.121480941772461]","[-1.2146599292755127, 4.100463390350342, 6.893422603607178]",11778,[-0.15727001428604126],[-1.3976845741271973],-7.5664544,-10.972972,correct,True,-22.699364,-10.972972,incorrect,False,-8.878283,-10.972972,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,9,9.354299,1934,"[1.357142448425293, 3.5409393310546875, 7.247567653656006]","[2.8048200607299805, 1.526918888092041, 5.788423538208008]",15234,[-0.5691590309143066],[-1.9175705909729004],-7.1537375,-11.308297,correct,True,-21.461212,-11.308297,incorrect,False,-9.381996,-11.308297,correct,True
