task,item_id,condition,exemplar,correct,incorrect,human_prop_correct,prefix,question,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,0,0.0,4025,[7.96484375],[20.96875],42955,"[-16.671875, 123.25]","[96.3125, 2.658203125]",-68.56,-202.8,correct,True,-68.56,-405.5,correct,True,-68.56,-93.2,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,1,0.002357,14426,[13.09375],[-6.34375],44086,"[3.40234375, 66.3125]","[-24.671875, -25.5]",-43.53,-85.1,correct,True,-43.53,-170.2,correct,True,-43.53,-53.22,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,2,0.004528,12994,[10.875],[-7.6875],46298,"[-2.267578125, 62.4375]","[-20.640625, -7.33203125]",-37.84,-80.1,correct,True,-37.84,-160.2,correct,True,-37.84,-50.94,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,3,0.004078,10877,[8.2890625],[-21.546875],45893,"[-7.015625, 59.03125]","[-27.84375, -28.484375]",-35.5,-77.56,correct,True,-35.5,-155.1,correct,True,-35.5,-50.8,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,4,0.01949,9200,[5.03515625],[-7.6640625],43018,"[-10.5, 55.9375]","[-14.8203125, -30.09375]",-36.25,-73.3,correct,True,-36.25,-146.6,correct,True,-36.25,-51.78,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,5,0.003897,11005,[2.404296875],[11.5546875],43004,"[-13.765625, 52.625]","[1.79296875, -29.46875]",-40.0,-73.9,correct,True,-40.0,-147.8,correct,True,-40.0,-56.2,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,6,0.0639,8092,[4.375],[-19.765625],42362,"[-13.0625, 48.6875]","[-17.765625, -27.625]",-36.12,-70.75,correct,True,-36.12,-141.5,correct,True,-36.12,-53.56,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,7,0.2296,11567,[0.229736328125],[-25.921875],41577,"[-16.0, 40.375]","[-55.90625, -17.578125]",-36.38,-67.25,correct,True,-36.38,-134.5,correct,True,-36.38,-52.62,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,8,0.0583,11012,[-5.4296875],[-6.48046875],41870,"[-27.03125, 33.53125]","[-9.65625, 8.125]",-42.72,-68.5,correct,True,-42.72,-137.0,correct,True,-42.72,-64.4,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,9,0.2664,9712,[-6.765625],[2.248046875],39923,"[-27.171875, 33.21875]","[10.1640625, -3.16796875]",-39.53,-63.44,correct,True,-39.53,-126.9,correct,True,-39.53,-59.97,correct,True
