item_id,profession,profession_bias,condition,cue,prefix,correct,incorrect,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,task
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,0,2.742197,12429,[250.21798706054688],[253.36868286132812],6427,[252.9425506591797],[262.63922119140625],-20.89018,-18.165617,incorrect,False,-20.89018,-18.165617,incorrect,False,-20.89018,-18.165617,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,1,1.6064551,8610,[247.95556640625],[216.57290649414062],1138,[254.79234313964844],[217.89195251464844],-22.236832,-15.400054,incorrect,False,-22.236832,-15.400054,incorrect,False,-22.236832,-15.400054,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,2,2.44004,3569,[226.33953857421875],[286.67987060546875],372,[233.57723999023438],[281.12872314453125],-20.741043,-13.503341,incorrect,False,-20.741043,-13.503341,incorrect,False,-20.741043,-13.503341,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,3,0.14091274,2140,[244.52532958984375],[247.49925231933594],676,[248.37582397460938],[261.8375244140625],-23.151123,-19.300629,incorrect,False,-23.151123,-19.300629,incorrect,False,-23.151123,-19.300629,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,4,1.967096,6820,[239.38128662109375],[258.01953125],447,[250.03411865234375],[248.058837890625],-24.606524,-13.953691,incorrect,False,-24.606524,-13.953691,incorrect,False,-24.606524,-13.953691,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,5,0.63895506,3738,[240.7437744140625],[281.1239013671875],976,[245.61236572265625],[285.8926086425781],-21.94659,-17.078,incorrect,False,-21.94659,-17.078,incorrect,False,-21.94659,-17.078,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,6,0.93215233,1144,[252.66748046875],[306.21649169921875],123,[259.1876220703125],[296.2111511230469],-17.905687,-11.385546,incorrect,False,-17.905687,-11.385546,incorrect,False,-17.905687,-11.385546,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,7,0.7794515,423,[274.34234619140625],[233.04510498046875],296,[275.457275390625],[235.96885681152344],-15.102078,-13.987149,incorrect,False,-15.102078,-13.987149,incorrect,False,-15.102078,-13.987149,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,8,0.9693079,1252,[255.7078857421875],[290.1245422363281],570,[259.001708984375],[291.550048828125],-21.907944,-18.61412,incorrect,False,-21.907944,-18.61412,incorrect,False,-21.907944,-18.61412,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,9,0.8928328,245,[277.4770812988281],[360.10516357421875],87,[281.45147705078125],[346.445068359375],-18.038351,-14.063956,incorrect,False,-18.038351,-14.063956,incorrect,False,-18.038351,-14.063956,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,10,1.2428099,51,[335.60296630859375],[820.66796875],229,[330.7340087890625],[819.7388916015625],-9.780751,-14.649709,correct,True,-9.780751,-14.649709,correct,True,-9.780751,-14.649709,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,11,7.022712,2,[836.8698120117188],,37,[834.8154296875],,-3.6526608,-5.707043,correct,True,-3.6526608,-5.707043,correct,True,-3.6526608,-5.707043,correct,True,gender
1,CEO,man,inconsistent,The CEO is somebody's grandmother.,The CEO is somebody's grandmother. The CEO is a,woman,man,The CEO is somebody's grandmother. The CEO is a,0,2.8842359,6740,[252.49786376953125],[263.2237548828125],12398,[249.97860717773438],[254.00991821289062],-18.161585,-20.680841,correct,True,-18.161585,-20.680841,correct,True,-18.161585,-20.680841,correct,True,gender
