task,item_id,condition,exemplar,correct,incorrect,human_prop_correct,prefix,question,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,0,0.1422,2442,[23.578125],[-6.33203125],43205,"[-47.34375, 27.25]","[8.6796875, 13.03125]",-94.44,-118.75,correct,True,-94.44,-237.5,correct,True,-94.44,-165.4,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,1,0.0273,2782,[20.625],[-5.734375],43741,"[-42.625, 28.3125]","[-11.1796875, -0.27392578125]",-83.25,-105.44,correct,True,-83.25,-210.9,correct,True,-83.25,-146.5,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,2,0.002335,3602,[16.921875],[-8.8359375],43796,"[-42.25, 27.796875]","[-31.6875, 6.50390625]",-87.9,-106.0,correct,True,-87.9,-212.0,correct,True,-87.9,-147.2,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,3,0.000499,5023,[12.6875],[16.46875],46115,"[-46.65625, 27.703125]","[-16.78125, 10.984375]",-92.2,-104.9,correct,True,-92.2,-209.8,correct,True,-92.2,-151.6,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,4,0.001728,4060,[15.3515625],[-0.87158203125],45433,"[-45.34375, 28.3125]","[-7.16796875, 7.15625]",-88.6,-102.4,correct,True,-88.6,-204.8,correct,True,-88.6,-149.5,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,5,0.004078,4276,[13.90625],[-0.357177734375],44675,"[-42.78125, 28.375]","[-32.65625, 2.185546875]",-86.3,-97.25,correct,True,-86.3,-194.5,correct,True,-86.3,-143.0,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,6,0.002253,4438,[12.71875],[0.66796875],44761,"[-45.5, 26.75]","[-9.1484375, 12.5]",-90.56,-94.6,correct,True,-90.56,-189.2,correct,True,-90.56,-148.9,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,7,0.0907,5233,[10.0390625],[5.84765625],45477,"[-39.0625, 27.53125]","[-13.828125, 2.38671875]",-73.8,-79.44,correct,True,-73.8,-158.9,correct,True,-73.8,-122.9,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,8,0.1799,5026,[10.8359375],[0.84423828125],45735,"[-39.96875, 25.84375]","[-20.25, 6.95703125]",-73.3,-81.7,correct,True,-73.3,-163.4,correct,True,-73.3,-124.06,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,9,0.54,5054,[10.125],[8.921875],46556,"[-41.96875, 25.328125]","[-10.0078125, 22.25]",-72.56,-81.6,correct,True,-72.56,-163.2,correct,True,-72.56,-124.7,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,10,1.081,4493,[11.46875],[-0.0244598388671875],46623,"[-41.125, 27.234375]","[-7.33984375, 14.6796875]",-66.8,-82.5,correct,True,-66.8,-165.0,correct,True,-66.8,-119.4,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,11,1.11,4737,[10.578125],[4.640625],47222,"[-39.875, 28.1875]","[-12.0546875, 20.046875]",-59.9,-77.8,correct,True,-59.9,-155.6,correct,True,-59.9,-110.4,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,12,0.393,4473,[11.1953125],[5.6640625],46709,"[-40.96875, 29.5625]","[-12.1484375, 14.9921875]",-65.4,-81.5,correct,True,-65.4,-163.0,correct,True,-65.4,-117.56,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,13,0.148,4033,[11.90625],[9.4765625],47414,"[-41.5, 30.171875]","[-2.859375, 8.875]",-62.88,-82.4,correct,True,-62.88,-164.8,correct,True,-62.88,-116.3,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,14,0.5254,3399,[13.6015625],[5.8515625],46981,"[-38.75, 30.125]","[-5.375, 16.125]",-59.12,-80.56,correct,True,-59.12,-161.1,correct,True,-59.12,-111.5,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,15,0.661,3212,[14.0859375],[5.7421875],47155,"[-37.375, 30.3125]","[-20.28125, 23.109375]",-56.78,-80.8,correct,True,-56.78,-161.6,correct,True,-56.78,-108.2,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,16,0.2935,2896,[14.421875],[7.46484375],48019,"[-39.5625, 31.84375]","[-19.28125, 17.9375]",-51.72,-80.06,correct,True,-51.72,-160.1,correct,True,-51.72,-105.6,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,17,0.1248,2830,[15.125],[-1.4453125],48018,"[-41.28125, 32.4375]","[-7.87890625, 12.0390625]",-55.1,-86.25,correct,True,-55.1,-172.5,correct,True,-55.1,-111.56,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,18,0.4087,3179,[13.78125],[-6.41015625],47960,"[-40.5, 31.515625]","[-7.75390625, 38.65625]",-52.5,-85.1,correct,True,-52.5,-170.2,correct,True,-52.5,-106.8,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,19,0.11566,3773,[12.109375],[8.03125],48125,"[-40.84375, 35.96875]","[-6.3046875, 21.125]",-54.4,-82.8,correct,True,-54.4,-165.6,correct,True,-54.4,-107.44,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,20,0.1627,3320,[13.0],[8.46875],47988,"[-40.53125, 36.90625]","[-1.96875, 16.046875]",-53.53,-82.44,correct,True,-53.53,-164.9,correct,True,-53.53,-107.06,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,21,0.5137,2222,[14.4609375],[4.09375],47900,"[-38.8125, 37.0]","[-15.5546875, 14.3203125]",-46.88,-78.6,correct,True,-46.88,-157.2,correct,True,-46.88,-100.1,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,22,0.7603,2559,[14.671875],[-1.5419921875],47763,"[-40.40625, 37.375]","[-14.765625, 12.3828125]",-49.75,-82.06,correct,True,-49.75,-164.1,correct,True,-49.75,-104.8,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,23,0.682,2993,[13.734375],[0.4541015625],47881,"[-41.40625, 37.4375]","[-23.328125, 17.96875]",-51.56,-83.8,correct,True,-51.56,-167.6,correct,True,-51.56,-106.75,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,24,1.105,3094,[13.0],[1.5068359375],48399,"[-44.21875, 38.15625]","[-17.5625, 9.1484375]",-50.66,-84.1,correct,True,-50.66,-168.2,correct,True,-50.66,-107.9,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,25,1.19,3416,[12.953125],[4.609375],48169,"[-45.75, 37.40625]","[-3.572265625, 3.8203125]",-54.6,-88.44,correct,True,-54.6,-176.9,correct,True,-54.6,-113.3,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,26,1.239,3417,[13.234375],[4.328125],47914,"[-44.0, 36.75]","[-17.3125, 7.8046875]",-55.38,-89.0,correct,True,-55.38,-178.0,correct,True,-55.38,-112.6,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,27,1.051,3513,[13.2109375],[0.97314453125],48064,"[-44.59375, 36.46875]","[-14.9453125, -0.01727294921875]",-55.16,-89.5,correct,True,-55.16,-179.0,correct,True,-55.16,-113.0,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,28,1.084,3648,[12.7421875],[5.8671875],47719,"[-45.0, 35.71875]","[-18.21875, 7.04296875]",-57.62,-91.25,correct,True,-57.62,-182.5,correct,True,-57.62,-115.5,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,29,0.939,3209,[12.578125],[15.2421875],46987,"[-43.71875, 34.40625]","[-11.0234375, 5.1015625]",-54.8,-91.75,correct,True,-54.8,-183.5,correct,True,-54.8,-111.2,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,30,0.734,2575,[14.5859375],[-0.17822265625],46896,"[-43.59375, 33.90625]","[-17.53125, 2.736328125]",-53.34,-92.9,correct,True,-53.34,-185.8,correct,True,-53.34,-111.56,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,31,0.804,2769,[13.234375],[0.8193359375],45680,"[-43.3125, 33.875]","[-16.375, -0.484375]",-58.1,-94.2,correct,True,-58.1,-188.4,correct,True,-58.1,-114.75,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,32,0.8677,2889,[12.9375],[2.095703125],45866,"[-44.21875, 33.8125]","[-15.9765625, 11.0859375]",-58.66,-94.75,correct,True,-58.66,-189.5,correct,True,-58.66,-115.9,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,33,0.7715,2730,[11.921875],[-0.49267578125],45820,"[-43.65625, 33.6875]","[-33.625, 10.3125]",-57.34,-94.6,correct,True,-57.34,-189.2,correct,True,-57.34,-113.0,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,34,0.743,2903,[10.8515625],[17.6875],45673,"[-46.59375, 33.1875]","[-11.5, 7.05078125]",-60.75,-98.5,correct,True,-60.75,-197.0,correct,True,-60.75,-118.3,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,35,0.3774,1378,[15.8984375],[2.1640625],44101,"[-43.78125, 32.59375]","[-2.841796875, 3.71875]",-55.7,-97.7,correct,True,-55.7,-195.4,correct,True,-55.7,-115.56,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,36,0.531,1176,[15.2578125],[7.38671875],43744,"[-41.46875, 32.71875]","[-0.2191162109375, 7.9453125]",-50.22,-92.7,correct,True,-50.22,-185.4,correct,True,-50.22,-107.06,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,37,0.3784,1121,[15.359375],[4.36328125],42521,"[-37.1875, 32.5625]","[-7.06640625, 13.5]",-46.2,-88.0,correct,True,-46.2,-176.0,correct,True,-46.2,-98.8,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,38,0.3115,1231,[14.703125],[-5.2890625],41017,"[-34.875, 31.65625]","[-7.73828125, -7.98828125]",-47.84,-87.9,correct,True,-47.84,-175.8,correct,True,-47.84,-97.5,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,39,0.212,950,[11.734375],[29.234375],40666,"[-33.4375, 31.6875]","[-9.3046875, -3.763671875]",-42.4,-82.5,correct,True,-42.4,-165.0,correct,True,-42.4,-87.5,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,40,0.752,204,[20.703125],[-19.21875],37009,"[-28.671875, 27.515625]","[0.23681640625, 4.24609375]",-24.66,-74.6,correct,True,-24.66,-149.2,correct,True,-24.66,-73.75,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,41,1.246,267,[12.2890625],[-7.87109375],35055,"[-25.09375, 26.40625]","[-2.232421875, 2.138671875]",-23.17,-60.16,correct,True,-23.17,-120.3,correct,True,-23.17,-60.4,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,42,1.653,223,[9.0390625],[-1.2939453125],34262,"[-22.734375, 26.046875]","[10.296875, 10.8046875]",-17.38,-48.53,correct,True,-17.38,-97.06,correct,True,-17.38,-49.03,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,43,2.436,124,[7.72265625],[-7.40625],26621,"[-17.84375, 27.328125]","[1.953125, -6.16015625]",-12.39,-34.6,correct,True,-12.39,-69.2,correct,True,-12.39,-37.9,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,44,3.066,81,[5.1171875],[5.5390625],24723,"[-15.5546875, 24.15625]","[24.96875, 6.07421875]",-8.28,-19.34,correct,True,-8.28,-38.7,correct,True,-8.28,-28.9,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,45,2.004,22,[5.7890625],[10.328125],8023,"[-7.10546875, 22.59375]","[23.140625, 8.84375]",-7.684,-10.28,correct,True,-7.684,-20.56,correct,True,-7.684,-20.56,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,46,2.607,26,[7.87109375],[22.6875],1650,"[1.0810546875, 21.125]","[22.75, 19.609375]",-6.082,-6.43,correct,True,-6.082,-12.86,correct,True,-6.082,-12.85,correct,True
