item_id,profession,profession_bias,condition,cue,prefix,correct,incorrect,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,task
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,0,6.866457,30955,[-0.7573286890983582],[2.6736197471618652],28088,[-0.39037346839904785],[-0.9778560400009155],-15.217107,-14.850151,incorrect,False,-15.217107,-14.850151,incorrect,False,-15.217107,-14.850151,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,1,6.88813,18284,[0.33574843406677246],[0.952099084854126],26529,[-0.6958054900169373],[-0.5573376417160034],-13.49715,-14.528706,correct,True,-13.49715,-14.528706,correct,True,-13.49715,-14.528706,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,2,7.168833,17506,[0.5689976215362549],[1.106774091720581],27975,[-0.7350425124168396],[-3.252711296081543],-13.324855,-14.628895,correct,True,-13.324855,-14.628895,correct,True,-13.324855,-14.628895,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,3,7.469905,14157,[0.8953095078468323],[1.0143604278564453],35164,[-1.9237290620803833],[2.1520798206329346],-12.7047415,-15.52378,correct,True,-12.7047415,-15.52378,correct,True,-12.7047415,-15.52378,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,4,7.4688644,14039,[1.1801074743270874],[2.211918354034424],31521,[-1.1335773468017578],[2.0617737770080566],-12.717327,-15.031012,correct,True,-12.717327,-15.031012,correct,True,-12.717327,-15.031012,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,5,7.61145,6023,[2.3563103675842285],[1.5288095474243164],19798,[-0.025325655937194824],[3.4150943756103516],-11.175224,-13.556861,correct,True,-11.175224,-13.556861,correct,True,-11.175224,-13.556861,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,6,7.4948945,6730,[2.6688027381896973],[-2.081841230392456],13194,[1.4428155422210693],[-3.1673593521118164],-11.379873,-12.605861,correct,True,-11.379873,-12.605861,correct,True,-11.379873,-12.605861,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,7,7.536465,10826,[1.791958212852478],[5.476095199584961],21339,[0.2797551155090332],[3.4012136459350586],-12.136961,-13.649164,correct,True,-12.136961,-13.649164,correct,True,-12.136961,-13.649164,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,8,7.351349,2444,[3.838444948196411],[-1.9616105556488037],10900,[1.677249789237976],[1.041299819946289],-9.959235,-12.12043,correct,True,-9.959235,-12.12043,correct,True,-9.959235,-12.12043,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,9,7.905313,3722,[2.964428424835205],[-0.8422698378562927],6680,[2.14955735206604],[-4.244741439819336],-10.292686,-11.107558,correct,True,-10.292686,-11.107558,correct,True,-10.292686,-11.107558,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,10,7.586394,4145,[2.5010757446289062],[4.9594292640686035],14570,[0.42665910720825195],[4.973700046539307],-10.567932,-12.642348,correct,True,-10.567932,-12.642348,correct,True,-10.567932,-12.642348,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,11,7.721125,741,[4.360528469085693],[2.6635570526123047],3795,[2.5023763179779053],[4.087261199951172],-8.512513,-10.370665,correct,True,-8.512513,-10.370665,correct,True,-8.512513,-10.370665,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,12,7.7380066,227,[5.295855522155762],[4.896875381469727],806,[4.096194267272949],[4.080286026000977],-7.4250646,-8.624725,correct,True,-7.4250646,-8.624725,correct,True,-7.4250646,-8.624725,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,13,7.11538,50,[6.554082870483398],[-0.6169562339782715],214,[5.266336441040039],[1.1733678579330444],-6.18136,-7.469106,correct,True,-6.18136,-7.469106,correct,True,-6.18136,-7.469106,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,14,6.9759626,75,[6.121490478515625],[2.953878879547119],136,[5.523383140563965],[-1.7175171375274658],-6.583891,-7.1819983,correct,True,-6.583891,-7.1819983,correct,True,-6.583891,-7.1819983,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,15,6.4229813,52,[6.649961471557617],[3.1016900539398193],330,[4.663421630859375],[3.4991555213928223],-6.169821,-8.156361,correct,True,-6.169821,-8.156361,correct,True,-6.169821,-8.156361,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,16,6.0945396,25,[6.6497802734375],[8.29172134399414],114,[5.323749542236328],[0.5143405795097351],-5.5831904,-6.909221,correct,True,-5.5831904,-6.909221,correct,True,-5.5831904,-6.909221,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,17,5.913226,12,[8.272513389587402],[8.320556640625],401,[4.301403999328613],[1.5173836946487427],-4.3563714,-8.32748,correct,True,-4.3563714,-8.32748,correct,True,-4.3563714,-8.32748,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,18,5.6177206,2,[9.594589233398438],[5.274356842041016],410,[4.16666316986084],[3.9143242835998535],-3.0048814,-8.432808,correct,True,-3.0048814,-8.432808,correct,True,-3.0048814,-8.432808,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,19,6.040518,2,[9.406725883483887],[1.7658228874206543],292,[4.557797431945801],[-0.12351857125759125],-2.9345965,-7.783525,correct,True,-2.9345965,-7.783525,correct,True,-2.9345965,-7.783525,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,20,6.425031,2,[8.693635940551758],[1.975400686264038],364,[4.030311584472656],[5.150888919830322],-3.266232,-7.9295564,correct,True,-3.266232,-7.9295564,correct,True,-3.266232,-7.9295564,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,21,6.431963,3,[8.520565032958984],[4.241584777832031],168,[4.979860782623291],[3.19891357421875],-3.5438867,-7.084591,correct,True,-3.5438867,-7.084591,correct,True,-3.5438867,-7.084591,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,22,6.1393657,2,[10.367486953735352],[4.000497341156006],114,[6.413175582885742],[4.708237171173096],-2.7572982,-6.71161,correct,True,-2.7572982,-6.71161,correct,True,-2.7572982,-6.71161,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,23,6.775853,2,[13.60378646850586],,99,[10.358847618103027],,-3.218444,-6.4633827,correct,True,-3.218444,-6.4633827,correct,True,-3.218444,-6.4633827,correct,True,gender
1,CEO,man,inconsistent,The CEO is somebody's grandmother.,The CEO is somebody's grandmother. The CEO is a,woman,man,The CEO is somebody's grandmother. The CEO is a,0,6.874636,27926,[-0.34085309505462646],[-0.8223675489425659],30726,[-0.7015812993049622],[2.822152614593506],-14.823128,-15.183856,correct,True,-14.823128,-15.183856,correct,True,-14.823128,-15.183856,correct,True,gender
1,CEO,man,inconsistent,The CEO is somebody's grandmother.,The CEO is somebody's grandmother. The CEO is a,woman,man,The CEO is somebody's grandmother. The CEO is a,1,6.8531423,25844,[-0.5923155546188354],[-0.6503013372421265],17626,[0.4462771415710449],[0.8770861625671387],-14.447903,-13.40931,incorrect,False,-14.447903,-13.40931,incorrect,False,-14.447903,-13.40931,incorrect,False,gender
1,CEO,man,inconsistent,The CEO is somebody's grandmother.,The CEO is somebody's grandmother. The CEO is a,woman,man,The CEO is somebody's grandmother. The CEO is a,2,7.1654773,27696,[-0.686438262462616],[-3.1565937995910645],17146,[0.6290315389633179],[1.0124741792678833],-14.587447,-13.271977,incorrect,False,-14.587447,-13.271977,incorrect,False,-14.587447,-13.271977,incorrect,False,gender
1,CEO,man,inconsistent,The CEO is somebody's grandmother.,The CEO is somebody's grandmother. The CEO is a,woman,man,The CEO is somebody's grandmother. The CEO is a,3,7.4872546,34641,[-1.8365095853805542],[2.1153616905212402],14023,[0.9231760501861572],[0.7855709195137024],-15.432295,-12.672609,incorrect,False,-15.432295,-12.672609,incorrect,False,-15.432295,-12.672609,incorrect,False,gender
1,CEO,man,inconsistent,The CEO is somebody's grandmother.,The CEO is somebody's grandmother. The CEO is a,woman,man,The CEO is somebody's grandmother. The CEO is a,4,7.4728594,30915,[-1.0606151819229126],[1.9247773885726929],14353,[1.1250648498535156],[2.0464649200439453],-14.942759,-12.757078,incorrect,False,-14.942759,-12.757078,incorrect,False,-14.942759,-12.757078,incorrect,False,gender
1,CEO,man,inconsistent,The CEO is somebody's grandmother.,The CEO is somebody's grandmother. The CEO is a,woman,man,The CEO is somebody's grandmother. The CEO is a,5,7.5983424,19731,[-0.018657565116882324],[3.734689712524414],6489,[2.2231621742248535],[1.8042707443237305],-13.550699,-11.30888,incorrect,False,-13.550699,-11.30888,incorrect,False,-13.550699,-11.30888,incorrect,False,gender
1,CEO,man,inconsistent,The CEO is somebody's grandmother.,The CEO is somebody's grandmother. The CEO is a,woman,man,The CEO is somebody's grandmother. The CEO is a,6,7.4203277,12483,[1.590664029121399],[-3.5153026580810547],6932,[2.6578164100646973],[-2.072876453399658],-12.518688,-11.451535,incorrect,False,-12.518688,-11.451535,incorrect,False,-12.518688,-11.451535,incorrect,False,gender
1,CEO,man,inconsistent,The CEO is somebody's grandmother.,The CEO is somebody's grandmother. The CEO is a,woman,man,The CEO is somebody's grandmother. The CEO is a,7,7.5285134,21356,[0.29387950897216797],[4.046419143676758],10938,[1.782409429550171],[5.543544769287109],-13.656553,-12.168024,incorrect,False,-13.656553,-12.168024,incorrect,False,-13.656553,-12.168024,incorrect,False,gender
