task,item_id,condition,exemplar,correct,incorrect,human_prop_correct,prefix,question,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,0,0.671416,10238,[231.6504364013672],[269.1734924316406],834,"[238.97021484375, 294.6722412109375]","[265.34722900390625, 243.08108520507812]",-22.318338,-12.202091,incorrect,False,-22.318338,-24.404182,correct,True,-22.318338,-14.998571,incorrect,False
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,1,0.048824582,10713,[236.48797607421875],[232.15093994140625],2230,"[242.39161682128906, 284.7723388671875]","[230.04852294921875, 230.52059936523438]",-27.992704,-16.669695,incorrect,False,-27.992704,-33.33939,correct,True,-27.992704,-22.089003,incorrect,False
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,2,0.90328777,16997,[221.20506286621094],[224.21511840820312],8553,"[225.19598388671875, 272.0730285644531]","[221.7707061767578, 204.19027709960938]",-27.980335,-18.127253,incorrect,False,-27.980335,-36.254505,correct,True,-27.980335,-23.989388,incorrect,False
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,3,0.44367206,12925,[200.27593994140625],[249.4313201904297],8643,"[202.5142822265625, 246.2760467529297]","[249.23922729492188, 289.82391357421875]",-30.542164,-17.405106,incorrect,False,-30.542164,-34.81021,correct,True,-30.542164,-28.303759,incorrect,False
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,4,1.3431034,8460,[200.0755615234375],[277.14556884765625],5618,"[202.34820556640625, 259.39459228515625]","[285.4306945800781, 225.86941528320312]",-27.161598,-16.948378,incorrect,False,-27.161598,-33.896755,correct,True,-27.161598,-24.888916,incorrect,False
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,5,2.0084057,5828,[215.6202392578125],[232.164306640625],1145,"[222.03578186035156, 246.7910919189453]","[217.02792358398438, 249.33729553222656]",-21.784853,-15.906838,incorrect,False,-21.784853,-31.813677,correct,True,-21.784853,-15.369268,incorrect,False
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,6,2.2545676,3094,[207.27789306640625],[278.4251403808594],3865,"[206.33486938476562, 245.24322509765625]","[287.4582214355469, 240.29885864257812]",-19.545061,-20.172817,correct,True,-19.545061,-40.345634,correct,True,-19.545061,-20.488165,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,7,2.996112,4814,[226.75253295898438],[208.49685668945312],1819,"[230.40203857421875, 241.5136260986328]","[205.09530639648438, 309.021240234375]",-19.92295,-19.231228,incorrect,False,-19.92295,-38.462456,correct,True,-19.92295,-16.27367,incorrect,False
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,8,1.5768605,2262,[204.31712341308594],[288.69268798828125],1511,"[205.853271484375, 256.2493896484375]","[264.60125732421875, 314.0625915527344]",-20.04171,-20.1442,correct,True,-20.04171,-40.2884,correct,True,-20.04171,-18.505932,incorrect,False
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,9,2.4514856,33,[230.0813751220703],[368.2208251953125],1746,"[217.34280395507812, 276.8734130859375]","[368.3216857910156, 352.09722900390625]",-7.3366637,-19.316425,correct,True,-7.3366637,-38.63285,correct,True,-7.3366637,-20.075737,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,10,1.3213289,14,[301.5509948730469],[822.4364013671875],629,"[291.1802978515625, 335.1385498046875]","[821.2863159179688, 791.2702026367188]",-5.69158,-10.600103,correct,True,-5.69158,-21.200207,correct,True,-5.69158,-16.06399,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,11,7.7069955,1,[838.6192016601562],,81,"[835.0003662109375, 821.3099365234375]",,-2.9584286,-3.4385386,correct,True,-2.9584286,-6.877077,correct,True,-2.9584286,-6.577156,correct,True
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,0,0.6232963,19974,"[230.67247009277344, 292.53509521484375]","[272.7205810546875, 258.1969299316406]",4109,[237.452880859375],[265.49310302734375],-20.079157,-19.102299,incorrect,False,-40.158314,-19.102299,incorrect,False,-25.88279,-19.102299,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,1,0.19591469,17624,"[238.18601989746094, 287.9125671386719]","[244.1616973876953, 230.47418212890625]",11133,[240.89044189453125],[236.28106689453125],-21.866398,-26.58133,correct,True,-43.732796,-26.58133,incorrect,False,-29.285751,-26.58133,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,2,1.6241765,7981,"[230.6773223876953, 270.35430908203125]","[223.16871643066406, 227.23265075683594]",14842,[227.34303283691406],[225.38616943359375],-16.261814,-26.94203,correct,True,-32.52363,-26.94203,incorrect,False,-23.607693,-26.94203,correct,True
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,3,0.8439661,7188,"[208.6783447265625, 254.51263427734375]","[259.87176513671875, 283.7279052734375]",9658,[207.24267578125],[256.4853210449219],-14.742528,-29.146133,correct,True,-29.485056,-29.146133,incorrect,False,-27.710459,-29.146133,correct,True
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,4,1.5899801,1520,"[213.88514709472656, 264.29559326171875]","[268.64849853515625, 266.024169921875]",3554,[210.50827026367188],[281.8292541503906],-11.084,-23.072838,correct,True,-22.168,-23.072838,correct,True,-19.69595,-23.072838,correct,True
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,5,1.3113168,1823,"[222.83416748046875, 267.0477294921875]","[224.62899780273438, 239.94290161132812]",641,[226.2722930908203],[228.19790649414062],-9.733138,-14.975298,correct,True,-19.466276,-14.975298,incorrect,False,-18.413391,-14.975298,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,6,2.7729282,1103,"[211.15011596679688, 259.463134765625]","[288.08270263671875, 233.59197998046875]",220,[215.82223510742188],[287.59942626953125],-7.8863697,-10.964373,correct,True,-15.772739,-10.964373,incorrect,False,-15.6366,-10.964373,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,7,3.034157,379,"[236.63058471679688, 248.55209350585938]","[191.55154418945312, 287.4085388183594]",93,[239.94699096679688],[187.26544189453125],-6.3627005,-8.335357,correct,True,-12.725401,-8.335357,incorrect,False,-11.65129,-8.335357,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,8,2.82315,383,"[198.0169677734375, 257.77398681640625]","[273.2607116699219, 265.6368103027344]",371,[198.12657165527344],[285.09588623046875],-7.0299196,-12.684802,correct,True,-14.059839,-12.684802,incorrect,False,-12.793688,-12.684802,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,9,1.9553063,1331,"[215.24465942382812, 260.09820556640625]","[352.259033203125, 356.08135986328125]",132,[222.33529663085938],[353.56134033203125],-9.71272,-11.532763,correct,True,-19.42544,-11.532763,incorrect,False,-18.62258,-11.532763,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,10,0.3611856,336,"[283.6318359375, 327.07745361328125]","[819.0243530273438, 795.533935546875]",27,[290.6175231933594],[819.22412109375],-8.773401,-10.558167,correct,True,-17.546803,-10.558167,incorrect,False,-17.546053,-10.558167,incorrect,False
