task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,0,7.535967,14683,"[0.0892098993062973, 1.212844729423523, 1.3162446022033691]","[-1.238511323928833, 0.4749574661254883, -1.7919890880584717]",39030,[-3.225341558456421],[-0.8580895066261292],-13.2336,-16.156939,correct,True,-39.700798,-16.156939,incorrect,False,-12.842388,-16.156939,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,1,7.505885,16650,"[-0.46074485778808594, 1.2261645793914795, 0.004791617393493652]","[-1.7591841220855713, 0.022391796112060547, 3.2610433101654053]",36118,[-3.0579566955566406],[-0.3257237672805786],-13.204053,-15.782997,correct,True,-39.61216,-15.782997,incorrect,False,-13.185785,-15.782997,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,2,7.4303775,21708,"[-0.9340506792068481, 1.0291584730148315, 1.9907257556915283]","[0.997157633304596, -2.9635169506073, 3.0130720138549805]",33512,[-2.416527032852173],[2.279052734375],-12.477956,-15.27619,correct,True,-37.43387,-15.27619,incorrect,False,-13.793713,-15.27619,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,3,7.5825505,18779,"[-0.657004714012146, -0.07205107808113098, 3.8620572090148926]","[0.3790017366409302, 3.7609200477600098, 4.5096845626831055]",25733,[-1.5559288263320923],[3.9295387268066406],-12.230904,-14.176601,correct,True,-36.69271,-14.176601,incorrect,False,-13.277677,-14.176601,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,4,7.3717546,20255,"[-0.6149752140045166, 1.1780221462249756, 6.28283166885376]","[-0.7615602016448975, -0.23524260520935059, -5.1197590827941895]",16240,[-0.08165040612220764],[0.670228123664856],-11.243894,-12.916658,correct,True,-33.73168,-12.916658,incorrect,False,-13.449982,-12.916658,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,5,6.743293,20570,"[-1.1838529109954834, 1.3267123699188232, 2.748812437057495]","[5.589772701263428, -2.0308895111083984, 3.6002984046936035]",10010,[0.4053276479244232],[-0.7076671123504639],-12.130844,-12.25129,correct,True,-36.392532,-12.25129,incorrect,False,-13.840472,-12.25129,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,6,7.35927,6757,"[1.2936663627624512, 0.7958905696868896, 4.386351108551025]","[1.2303974628448486, 1.8184882402420044, 3.3442389965057373]",13134,[0.1295572817325592],[-0.5557555556297302],-10.723027,-12.497603,correct,True,-32.169083,-12.497603,incorrect,False,-11.333494,-12.497603,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,7,6.606144,4317,"[1.735020637512207, 1.5236173868179321, 5.500431060791016]","[-2.9304652214050293, 1.3506819009780884, 0.6062443256378174]",12490,[-0.017759859561920166],[-1.057070016860962],-10.050079,-12.747425,correct,True,-30.150238,-12.747425,incorrect,False,-10.994644,-12.747425,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,8,6.4262834,8071,"[0.6420612335205078, 2.046771287918091, 5.454370498657227]","[1.0422879457473755, 2.9729864597320557, -2.066226005554199]",13582,[-0.33496227860450745],[-2.826411008834839],-10.334666,-12.934423,correct,True,-31.003998,-12.934423,incorrect,False,-11.957399,-12.934423,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,9,7.0858393,5919,"[0.9724655151367188, 2.899740219116211, 4.900825023651123]","[2.3120803833007812, -0.7400785684585571, 2.8405685424804688]",19522,[-1.3193498849868774],[-0.8793817758560181],-9.811127,-13.605415,correct,True,-29.43338,-13.605415,incorrect,False,-11.313599,-13.605415,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,10,7.3981442,3406,"[1.860815405845642, 2.8001580238342285, 6.018190383911133]","[-0.6412562727928162, 1.1742843389511108, 0.5003254413604736]",22386,[-1.5981353521347046],[-2.9113500118255615],-9.283603,-13.881512,correct,True,-27.850807,-13.881512,incorrect,False,-10.422562,-13.881512,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,11,7.10937,3714,"[1.5203628540039062, 3.3961870670318604, 6.559488296508789]","[-0.15740548074245453, 0.20467829704284668, 0.7860267162322998]",28761,[-2.644054412841797],[3.8546371459960938],-9.11911,-14.844837,correct,True,-27.35733,-14.844837,incorrect,False,-10.68042,-14.844837,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,12,6.843081,3708,"[1.352399230003357, 3.656940221786499, 6.711225509643555]","[3.9420862197875977, -1.8417527675628662, -0.3201013207435608]",13705,[-0.8139280080795288],[0.7185118794441223],-9.253544,-12.999485,correct,True,-27.760632,-12.999485,incorrect,False,-10.833158,-12.999485,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,13,6.0765285,1267,"[2.6262898445129395, 2.787409782409668, 5.816963195800781]","[0.9306967854499817, 7.350668430328369, 5.090216636657715]",9910,[-0.42220306396484375],[3.976653814315796],-9.475224,-12.771828,correct,True,-28.42567,-12.771828,incorrect,False,-9.723334,-12.771828,correct,True
