item_id,profession,profession_bias,condition,cue,prefix,correct,incorrect,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,task
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,0,4.387,11228,[8.1484375],[5.10546875],3229,[11.375],[2.642578125],-15.5,-12.27,incorrect,False,-15.5,-12.27,incorrect,False,-15.5,-12.27,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,1,5.39,8873,[7.71875],[1.009765625],3012,[10.0390625],[-0.0182037353515625],-13.5,-11.18,incorrect,False,-13.5,-11.18,incorrect,False,-13.5,-11.18,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,2,5.996,9768,[7.125],[4.703125],3948,[9.109375],[-0.93505859375],-13.26,-11.27,incorrect,False,-13.26,-11.27,incorrect,False,-13.26,-11.27,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,3,6.3,7747,[6.84375],[10.25],4793,[7.7890625],[4.05078125],-12.34,-11.4,incorrect,False,-12.34,-11.4,incorrect,False,-12.34,-11.4,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,4,6.703,4721,[7.34765625],[11.4140625],4893,[7.2890625],[9.5625],-11.06,-11.12,correct,True,-11.06,-11.12,correct,True,-11.06,-11.12,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,5,6.94,1969,[8.09375],[-1.2783203125],2712,[7.69140625],[5.76953125],-9.68,-10.086,correct,True,-9.68,-10.086,correct,True,-9.68,-10.086,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,6,7.527,1326,[8.3828125],[9.3125],1675,[8.1484375],[8.046875],-9.125,-9.36,correct,True,-9.125,-9.36,correct,True,-9.125,-9.36,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,7,7.875,1053,[8.625],[4.9765625],1712,[8.1328125],[6.01953125],-8.805,-9.3,correct,True,-8.805,-9.3,correct,True,-8.805,-9.3,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,8,8.44,1267,[7.8515625],[14.3203125],1557,[7.67578125],[11.9765625],-8.875,-9.055,correct,True,-8.875,-9.055,correct,True,-8.875,-9.055,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,9,8.53,298,[9.1796875],[13.015625],705,[8.546875],[9.7734375],-7.758,-8.39,correct,True,-7.758,-8.39,correct,True,-7.758,-8.39,correct,True,gender
