response_correct,syllogism_condition,rt,syllogism_name,subject,is_valid,answer_with_valid,is_realistic,is_consistent,is_nonsense,unique_id,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
True,nonsense,35.699013,nonsense_sland_spluff_gusp,Human,True,True,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid,2.6734999999999998,9.275,1.0,0.030303030303030304,-0.677,-6.4864999999999995,1.8125,3.3015000000000003,596.33925,57.0,0.0,0.0,0.0125,36.56763364009643,41.0,524.600315,40.0,181.738185,0.0,36.0,100.60210243442813,58.57782370249954,55.0
False,violate,197.794977,flowers_animals_reptiles,Human,True,False,True,False,False,flowers_animals_reptiles^violate^valid,2.7185,9.312999999999999,1.0,0.01639784946236559,-1.02,-6.8985,0.31300000000000006,2.6294999999999997,611.4155,59.0,1.3354,1.3354,1.0,24.463934616628332,41.5,555.96325,47.5,116.77935000000001,9.9584,36.0,83.94113627377091,72.71658218355302,74.0
False,nonsense,53.098138,nonsense_nept_bript_jeft,Human,False,True,False,False,True,nonsense_nept_bript_jeft^nonsense^invalid,2.968,9.309999999999999,0.5,0.00043484215248754457,-1.492,-9.8,-0.42599999999999993,-2.655,612.5335,59.0,4.3180000000000005,4.3180000000000005,1.0,22.93450106946678,51.5,666.49755,40.0,4.5192,120.54345,31.0,74.03193070326233,84.97389455748696,60.0
False,consistent,30.560626,gems_diamonds_transparent,Human,True,False,True,True,False,gems_diamonds_transparent^consistent^valid,2.5869999999999997,9.32,1.0,0.020622895622895623,-0.68895,-6.808,1.4695500000000001,3.2045000000000003,603.2496,57.0,0.0,0.0,0.0125,36.670247098510714,41.0,532.66885,40.0,165.68465000000003,0.0,36.0,93.3021118232396,56.46608451771817,55.0
True,nonsense,47.365121,nonsense_sland_spluff_gusp,Human,True,True,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid,2.6734999999999998,9.275,1.0,0.030303030303030304,-0.677,-6.4864999999999995,1.8125,3.3015000000000003,596.33925,57.0,0.0,0.0,0.0125,36.56763364009643,41.0,524.600315,40.0,181.738185,0.0,36.0,100.60210243442813,58.57782370249954,55.0
True,consistent,14.132236,gems_diamonds_transparent,Human,False,False,True,True,False,gems_diamonds_transparent^consistent^invalid,2.5765000000000002,9.297,0.5,0.0004021433382631875,-2.114,-9.892,-1.42225,-3.236,599.9884999999999,57.0,3.4677500000000006,3.4677500000000006,1.0,14.864214911772608,51.0,693.3910000000001,40.0,0.0,164.24049999999997,31.0,57.98606306761846,93.62534645688808,60.0
False,nonsense,19.298922,nonsense_nept_bript_jeft,Human,False,True,False,False,True,nonsense_nept_bript_jeft^nonsense^invalid,2.968,9.309999999999999,0.5,0.00043484215248754457,-1.492,-9.8,-0.42599999999999993,-2.655,612.5335,59.0,4.3180000000000005,4.3180000000000005,1.0,22.93450106946678,51.5,666.49755,40.0,4.5192,120.54345,31.0,74.03193070326233,84.97389455748696,60.0
True,nonsense,13.966516,nonsense_gick_criff_riff,Human,False,False,False,False,True,nonsense_gick_criff_riff^nonsense^invalid,2.877,9.2695,0.75,0.0004301975314543176,-1.2325,-9.825,-0.023499999999999965,-2.6945,617.5955,59.0,4.667,4.667,0.9875,25.678051013379267,48.0,666.10805,40.0,11.870149999999999,112.51419999999999,31.0,77.69146940405861,79.91059741014658,60.0
True,violate,35.59383,flowers_animals_reptiles,Human,True,True,True,False,False,flowers_animals_reptiles^violate^valid,2.7185,9.312999999999999,1.0,0.01639784946236559,-1.02,-6.8985,0.31300000000000006,2.6294999999999997,611.4155,59.0,1.3354,1.3354,1.0,24.463934616628332,41.5,555.96325,47.5,116.77935000000001,9.9584,36.0,83.94113627377091,72.71658218355302,74.0
True,nonsense,71.632158,nonsense_paft_usp_cesk,Human,True,True,False,False,True,nonsense_paft_usp_cesk^nonsense^valid,2.8095,9.34,1.0,0.01985062893081761,-0.8548,-6.7780000000000005,0.9292,2.8800000000000003,606.45025,59.0,0.35155,0.35155,1.0,34.40376572848517,41.0,535.8672,40.0,143.86194999999998,0.53955,36.0,92.64123844899557,67.79554582280238,64.5
True,nonsense,48.230127,nonsense_glap_phropt_soff,Human,False,False,False,False,True,nonsense_glap_phropt_soff^nonsense^invalid,2.634,9.34,0.5,0.000549259719456878,-1.7702499999999999,-9.594999999999999,-0.9921,-3.1534999999999997,599.4132500000001,55.0,4.0999,4.0999,1.0,16.369277182528915,68.5,676.4118,40.0,0.6017000000000001,152.59935000000002,31.0,66.95948182346487,93.34119172987806,60.0
True,consistent,12.956185,guns_weapons_dangerous,Human,False,False,True,True,False,guns_weapons_dangerous^consistent^invalid,2.7815,9.207,0.5,0.0004558226597713935,-1.4017499999999998,-9.775,-0.3747499999999999,-2.7335000000000007,613.0930000000001,59.0,4.44375,4.44375,1.0,19.891990121173485,56.0,675.8688999999999,40.0,4.0381,122.39479999999998,31.0,69.4883466820846,84.22680154383156,60.0
True,violate,60.43602,politicians_dishonest_lie,Human,True,True,True,False,False,politicians_dishonest_lie^violate^valid,2.565,9.202,1.0,0.023809523809523808,-0.775,-6.586,0.9215,3.4090000000000003,599.26575,57.0,0.262,0.262,1.0,35.24084848806004,41.0,534.8323,40.0,145.54774999999998,0.48445000000000005,36.0,92.40789731124944,66.9873027895795,74.0
True,violate,15.949493,politicians_dishonest_lie,Human,True,True,True,False,False,politicians_dishonest_lie^violate^valid,2.565,9.202,1.0,0.023809523809523808,-0.775,-6.586,0.9215,3.4090000000000003,599.26575,57.0,0.262,0.262,1.0,35.24084848806004,41.0,534.8323,40.0,145.54774999999998,0.48445000000000005,36.0,92.40789731124944,66.9873027895795,74.0
