response_correct,syllogism_condition,rt,syllogism_name,subject,is_valid,answer_with_valid,is_realistic,is_consistent,is_nonsense,unique_id,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
True,nonsense,35.699013,nonsense_sland_spluff_gusp,Human,True,True,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid,0.36270955,5.3171844,1.0,0.003328460809102402,-0.060741923,-8.3975215,3.8959225269999997,2.5618935,224.317386505,32.0,0.0,0.0,0.025,7.273442385145846,36.0,272.49301867099996,32.0,182.08954087899997,0.0,32.0,104.45414309365496,37.91778151663397,32.0
False,violate,197.794977,flowers_animals_reptiles,Human,True,False,True,False,False,flowers_animals_reptiles^violate^valid,0.8883702,5.910050200000001,1.0,0.0017189397883047024,-0.38676235000000003,-8.945969999999999,1.22758135,1.3867500000000001,230.529714075,32.0,0.0,0.0,0.025,6.774698548225271,36.0,281.81491339850004,1.0,118.09611050150001,0.0,1.0,71.61633819741394,45.47949072813431,32.0
False,nonsense,53.098138,nonsense_nept_bript_jeft,Human,False,True,False,False,True,nonsense_nept_bript_jeft^nonsense^invalid,0.99609085,6.9899887,1.0,0.0006768530137406083,-0.29507804,-9.6929765,1.73193866,0.28813200000000094,233.492516765,32.0,7.050303,3.343153000000001,0.5249999999999999,5.681294426441285,35.0,361.832713672,3.0,27.521992627999996,58.121609250000006,3.0,71.73851400081037,37.84527736261696,8.0
False,consistent,30.560626,gems_diamonds_transparent,Human,True,False,True,True,False,gems_diamonds_transparent^consistent^valid,0.5449126049999999,5.749715500000001,1.0,0.0021984818395736393,-0.110600065,-8.7050475,2.840170085,2.3265405,226.49859996,32.0,0.0,0.0,0.025,7.897860178315663,36.0,272.75682898799994,1.0,160.500005762,0.0,1.0,95.82840186766356,40.26945347192549,32.0
True,nonsense,47.365121,nonsense_sland_spluff_gusp,Human,True,True,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid,0.36270955,5.3171844,1.0,0.003328460809102402,-0.060741923,-8.3975215,3.8959225269999997,2.5618935,224.317386505,32.0,0.0,0.0,0.025,7.273442385145846,36.0,272.49301867099996,32.0,182.08954087899997,0.0,32.0,104.45414309365496,37.91778151663397,32.0
True,consistent,14.132236,gems_diamonds_transparent,Human,False,False,True,True,False,gems_diamonds_transparent^consistent^invalid,0.8173222499999999,5.862944000000001,0.5,0.0003013405474605391,-2.0905656,-10.946504000000001,-1.77754425,-2.045048499999999,231.2539710575,32.0,5.026786700000001,3.7002841999999996,1.0,1.9233149138977996,37.0,413.65137319999997,37.0,0.0,135.7190606985,20.0,40.6420509186526,80.27995551068324,8.0
False,nonsense,19.298922,nonsense_nept_bript_jeft,Human,False,True,False,False,True,nonsense_nept_bript_jeft^nonsense^invalid,0.99609085,6.9899887,1.0,0.0006768530137406083,-0.29507804,-9.6929765,1.73193866,0.28813200000000094,233.492516765,32.0,7.050303,3.343153000000001,0.5249999999999999,5.681294426441285,35.0,361.832713672,3.0,27.521992627999996,58.121609250000006,3.0,71.73851400081037,37.84527736261696,8.0
True,nonsense,13.966516,nonsense_gick_criff_riff,Human,False,False,False,False,True,nonsense_gick_criff_riff^nonsense^invalid,0.85409715,6.689220150000001,1.0,0.0007893747421984223,-0.217946155,-9.6068815,2.166518345,0.17992549999999952,231.56869591,32.0,6.9106865,3.187607,0.5,5.620999954301032,35.0,362.24591404,3.0,43.537550460000006,58.18908724999999,3.0,83.28021268155688,40.350458410845306,12.0
True,violate,35.59383,flowers_animals_reptiles,Human,True,True,True,False,False,flowers_animals_reptiles^violate^valid,0.8883702,5.910050200000001,1.0,0.0017189397883047024,-0.38676235000000003,-8.945969999999999,1.22758135,1.3867500000000001,230.529714075,32.0,0.0,0.0,0.025,6.774698548225271,36.0,281.81491339850004,1.0,118.09611050150001,0.0,1.0,71.61633819741394,45.47949072813431,32.0
True,nonsense,71.632158,nonsense_paft_usp_cesk,Human,True,True,False,False,True,nonsense_paft_usp_cesk^nonsense^valid,0.980655085,6.291428099999999,1.0,0.0023568753344034243,-0.410810045,-8.5186545,1.104985505,2.3432969999999997,233.10051613,32.0,0.0,0.0,0.025,6.919216336908475,36.0,279.62432684,26.5,125.34814701,0.0,1.0,68.11733456666583,41.63110599718277,32.0
True,nonsense,48.230127,nonsense_glap_phropt_soff,Human,False,False,False,False,True,nonsense_glap_phropt_soff^nonsense^invalid,1.1701705,6.30451345,0.75,0.00042893271649325256,-0.6231681,-10.43261725,0.5231195,-0.3446777499999998,234.60255937,32.0,6.559983300000001,3.1537992999999993,0.9875,3.8006879387049155,36.0,378.90067836000003,3.0,6.4277764400000015,72.37543115999998,3.0,56.86105796602991,47.90175217723778,12.0
True,consistent,12.956185,guns_weapons_dangerous,Human,False,False,True,True,False,guns_weapons_dangerous^consistent^invalid,1.08939545,6.6505117,1.0,0.000600086788966306,-0.36227621,-9.923022,1.38953719,0.3914705000000005,232.322925165,32.0,6.085164499999999,3.3658910000000013,0.475,6.0537560998628885,35.0,355.61971275499997,3.0,26.300223795,53.139148999999996,3.0,69.64920761576039,38.99887538146076,16.0
True,violate,60.43602,politicians_dishonest_lie,Human,True,True,True,False,False,politicians_dishonest_lie^violate^valid,1.13275055,6.22092745,0.75,0.0016967915214866434,-0.76614938,-8.9045045,0.10083677000000002,0.9813524999999998,235.573060785,32.0,0.0,0.0,0.5125,5.9550547374190455,35.5,289.14006496,1.0,83.50200182,0.22465211000000002,1.0,54.37242270631903,49.86416096842731,16.5
True,violate,15.949493,politicians_dishonest_lie,Human,True,True,True,False,False,politicians_dishonest_lie^violate^valid,1.13275055,6.22092745,0.75,0.0016967915214866434,-0.76614938,-8.9045045,0.10083677000000002,0.9813524999999998,235.573060785,32.0,0.0,0.0,0.5125,5.9550547374190455,35.5,289.14006496,1.0,83.50200182,0.22465211000000002,1.0,54.37242270631903,49.86416096842731,16.5
False,violate,40.929522,politicians_dishonest_lie,Human,True,False,True,False,False,politicians_dishonest_lie^violate^valid,1.13275055,6.22092745,0.75,0.0016967915214866434,-0.76614938,-8.9045045,0.10083677000000002,0.9813524999999998,235.573060785,32.0,0.0,0.0,0.5125,5.9550547374190455,35.5,289.14006496,1.0,83.50200182,0.22465211000000002,1.0,54.37242270631903,49.86416096842731,16.5
True,consistent,33.965117,computers_electronics_expensive,Human,True,True,True,True,False,computers_electronics_expensive^consistent^valid,0.547793575,5.52964235,1.0,0.0025885872066267832,-0.11287057,-8.602432499999999,2.82749733,2.57419275,224.17212508,32.0,0.0,0.0,0.025,8.007708880862042,36.0,272.6493076525,1.0,162.1602043975,0.0,16.5,93.13361204195738,38.84371118968545,32.0
False,violate,39.765076,flowers_animals_reptiles,Human,True,False,True,False,False,flowers_animals_reptiles^violate^valid,0.8883702,5.910050200000001,1.0,0.0017189397883047024,-0.38676235000000003,-8.945969999999999,1.22758135,1.3867500000000001,230.529714075,32.0,0.0,0.0,0.025,6.774698548225271,36.0,281.81491339850004,1.0,118.09611050150001,0.0,1.0,71.61633819741394,45.47949072813431,32.0
True,consistent,22.3793,gems_diamonds_transparent,Human,False,False,True,True,False,gems_diamonds_transparent^consistent^invalid,0.8173222499999999,5.862944000000001,0.5,0.0003013405474605391,-2.0905656,-10.946504000000001,-1.77754425,-2.045048499999999,231.2539710575,32.0,5.026786700000001,3.7002841999999996,1.0,1.9233149138977996,37.0,413.65137319999997,37.0,0.0,135.7190606985,20.0,40.6420509186526,80.27995551068324,8.0
False,violate,17.164793,librarians_happy_healthy,Human,False,True,True,False,False,librarians_happy_healthy^violate^invalid,0.6767216650000001,6.1367321,1.0,0.0014008350075339026,-0.148496025,-9.086752,3.360089325,1.2237520000000002,226.99420019,32.0,6.128607,2.990264,0.475,5.697043856480658,35.0,350.54267972350004,16.0,66.07999197650001,50.780569,16.0,95.28955068999237,32.98531454597719,16.0
True,nonsense,172.546467,nonsense_zeff_zaff_zom,Human,True,True,False,False,True,nonsense_zeff_zaff_zom^nonsense^valid,0.667592525,5.7093744,1.0,0.00261520089106296,-0.229321982,-8.606782500000001,2.297693968,2.1300475,228.44471817,32.0,0.0,0.0,0.025,6.824671817243713,36.0,278.15243125225,32.0,146.75445914775,0.0,16.5,83.1167123489083,41.10773602078252,32.0
False,violate,30.931158,gems_diamonds_transparent,Human,True,False,True,False,False,gems_diamonds_transparent^violate^valid,0.96062373,6.2970013,1.0,0.0014707091469681399,-0.356621885,-9.012636,1.138989965,1.4157742500000001,233.12060527,32.0,0.0,0.0,0.025,7.091886538816229,36.0,280.57249298499994,1.0,115.01746811499999,0.0,1.0,70.12352889690979,46.723487631009284,32.0
False,nonsense,35.065263,nonsense_sland_spluff_gusp,Human,True,False,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid,0.36270955,5.3171844,1.0,0.003328460809102402,-0.060741923,-8.3975215,3.8959225269999997,2.5618935,224.317386505,32.0,0.0,0.0,0.025,7.273442385145846,36.0,272.49301867099996,32.0,182.08954087899997,0.0,32.0,104.45414309365496,37.91778151663397,32.0
True,violate,18.764769,flowers_animals_reptiles,Human,True,True,True,False,False,flowers_animals_reptiles^violate^valid,0.8883702,5.910050200000001,1.0,0.0017189397883047024,-0.38676235000000003,-8.945969999999999,1.22758135,1.3867500000000001,230.529714075,32.0,0.0,0.0,0.025,6.774698548225271,36.0,281.81491339850004,1.0,118.09611050150001,0.0,1.0,71.61633819741394,45.47949072813431,32.0
False,consistent,14.642097,plants_trees_tall,Human,False,True,True,True,False,plants_trees_tall^consistent^invalid,0.6112054,5.30313165,0.5,0.00032087284827805613,-2.5313105499999997,-11.0188585,-2.3912014299999997,-1.8526759999999998,226.417587615,32.0,3.9157414200000007,3.9157414200000007,1.0,1.8158305742036445,37.0,423.1768778,37.0,0.0,146.0608154335,20.0,44.45442306942811,91.05382274984174,8.0
