response_correct,syllogism_condition,rt,syllogism_name,subject,is_valid,answer_with_valid,is_realistic,is_consistent,is_nonsense,unique_id,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
True,nonsense,35.699013,nonsense_sland_spluff_gusp,Human,True,True,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid,1.48488805,8.236144,0.5,0.04673913043478261,-1.15938355,-6.01237845,-0.52990245,2.5603010500000005,185.26542466,20.0,1.65623945,1.65623945,1.0,8.497836335509005,22.0,172.853734025,21.0,53.075974775,5.121261344999999,22.0,38.038800130395444,24.18154648594202,22.0
False,violate,197.794977,flowers_animals_reptiles,Human,True,False,True,False,False,flowers_animals_reptiles^violate^valid,1.4257792,8.225096,0.5,0.04006410256410256,-1.3761506,-6.069738,-0.85419651,2.578906,184.16671254,20.0,1.8137961400000002,1.8137961400000002,1.0,6.754360612884861,22.0,178.014150885,21.0,50.671521915000014,8.809735120000001,22.0,35.84622211318652,26.59641871268608,22.0
False,nonsense,53.098138,nonsense_nept_bript_jeft,Human,False,True,False,False,True,nonsense_nept_bript_jeft^nonsense^invalid,1.5270415499999999,8.101031500000001,1.0,0.001231629453322755,-0.61004931,-8.657752,0.60378749,-2.4498491500000004,185.50166054,20.0,4.2061,4.2061,1.0,7.276561501266052,30.0,220.8883545,19.0,6.412551154999999,52.273347560000005,19.0,26.49053644101621,38.5576224702378,19.0
False,consistent,30.560626,gems_diamonds_transparent,Human,True,False,True,True,False,gems_diamonds_transparent^consistent^valid,1.4698874499999999,8.241512,0.5,0.035759897828863345,-1.1259776499999998,-6.23410775,-0.47767934999999995,2.52249075,186.52216997,20.0,1.7213687500000001,1.7213687500000001,1.0,7.78299923218348,22.0,175.575756415,21.0,53.11968912,5.132417610000001,22.0,36.22461269955919,23.905492119797984,22.0
True,nonsense,47.365121,nonsense_sland_spluff_gusp,Human,True,True,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid,1.48488805,8.236144,0.5,0.04673913043478261,-1.15938355,-6.01237845,-0.52990245,2.5603010500000005,185.26542466,20.0,1.65623945,1.65623945,1.0,8.497836335509005,22.0,172.853734025,21.0,53.075974775,5.121261344999999,22.0,38.038800130395444,24.18154648594202,22.0
True,consistent,14.132236,gems_diamonds_transparent,Human,False,False,True,True,False,gems_diamonds_transparent^consistent^invalid,1.47185985,8.228372,1.0,0.001076657554556827,-0.6670128,-8.726358999999999,0.42880535,-2.6520159999999997,186.70234870500002,20.0,4.423077999999999,4.423077999999999,1.0,7.73002132368312,30.0,224.14711661,19.0,4.4751934900000006,54.68260617,19.0,23.322041363035193,36.85334666783316,19.0
False,nonsense,19.298922,nonsense_nept_bript_jeft,Human,False,True,False,False,True,nonsense_nept_bript_jeft^nonsense^invalid,1.5270415499999999,8.101031500000001,1.0,0.001231629453322755,-0.61004931,-8.657752,0.60378749,-2.4498491500000004,185.50166054,20.0,4.2061,4.2061,1.0,7.276561501266052,30.0,220.8883545,19.0,6.412551154999999,52.273347560000005,19.0,26.49053644101621,38.5576224702378,19.0
True,nonsense,13.966516,nonsense_gick_criff_riff,Human,False,False,False,False,True,nonsense_gick_criff_riff^nonsense^invalid,1.47252015,8.2343215,1.0,0.0014792124258210448,-0.53011405,-8.480926499999999,0.8483238,-2.2674529999999997,185.405474395,20.0,3.9618339999999996,3.9618339999999996,1.0,8.772012944018634,30.0,218.263183475,19.0,8.459799525000001,48.017275285,19.0,26.854577326754857,36.629782840298276,19.0
True,violate,35.59383,flowers_animals_reptiles,Human,True,True,True,False,False,flowers_animals_reptiles^violate^valid,1.4257792,8.225096,0.5,0.04006410256410256,-1.3761506,-6.069738,-0.85419651,2.578906,184.16671254,20.0,1.8137961400000002,1.8137961400000002,1.0,6.754360612884861,22.0,178.014150885,21.0,50.671521915000014,8.809735120000001,22.0,35.84622211318652,26.59641871268608,22.0
True,nonsense,71.632158,nonsense_paft_usp_cesk,Human,True,True,False,False,True,nonsense_paft_usp_cesk^nonsense^valid,1.48441965,8.18975025,0.5,0.039230769230769236,-1.16404585,-6.189741,-0.5370426149999998,2.380799,186.12359286,20.0,1.6453764350000002,1.6453764350000002,1.0,8.163028714911096,22.0,175.10487827,21.0,51.995464080000005,5.530423604999999,22.0,36.49219361039749,24.160006277436775,22.0
