response_correct,syllogism_condition,rt,syllogism_name,subject,is_valid,answer_with_valid,is_realistic,is_consistent,is_nonsense,unique_id,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
True,nonsense,35.699013,nonsense_sland_spluff_gusp,Human,True,True,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid,1.696,5.95,0.41666666666666663,0.00014469773562176435,-2.017,-12.22,-1.46865,2.0949999999999998,115.5943,18.0,0.0,0.0,1.0,1.654717134087083,17.0,230.969,0.0,27.042000000000005,3.07865,10.0,39.331045210213816,46.89986932604168,2.0
False,violate,197.794977,flowers_animals_reptiles,Human,True,False,True,False,False,flowers_animals_reptiles^violate^valid,1.5045000000000002,6.234999999999999,0.5,0.00015717430223750002,-1.987,-11.97,-1.5335,2.135,113.77234999999999,18.0,0.0,0.0,1.0,1.6579871672443622,17.0,231.3995,0.0,27.057499999999997,3.202,10.0,37.879240705066465,48.81384605671586,2.0
False,nonsense,53.098138,nonsense_nept_bript_jeft,Human,False,True,False,False,True,nonsense_nept_bript_jeft^nonsense^invalid,1.9055,5.9575,1.0,4.5385502318921755e-05,-0.6668000000000001,-14.447,1.4057,-2.2295,115.33914999999999,18.0,2.3075,2.3075,0.9166666666666666,2.1237534977165002,22.0,257.83180000000004,0.0,3.0936999999999997,27.823000000000004,20.0,45.81416650840106,39.22077556751779,20.0
False,consistent,30.560626,gems_diamonds_transparent,Human,True,False,True,True,False,gems_diamonds_transparent^consistent^valid,2.0975,6.02,0.3333333333333333,0.00015227780889137302,-1.9344999999999999,-12.114999999999998,-1.12225,2.165,116.68979999999999,18.0,0.0,0.0,1.0,1.5053846902061945,17.0,232.461,0.0,27.84,2.18375,10.0,35.6135987626123,44.08645052546282,2.0
True,nonsense,47.365121,nonsense_sland_spluff_gusp,Human,True,True,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid,1.696,5.95,0.41666666666666663,0.00014469773562176435,-2.017,-12.22,-1.46865,2.0949999999999998,115.5943,18.0,0.0,0.0,1.0,1.654717134087083,17.0,230.969,0.0,27.042000000000005,3.07865,10.0,39.331045210213816,46.89986932604168,2.0
True,consistent,14.132236,gems_diamonds_transparent,Human,False,False,True,True,False,gems_diamonds_transparent^consistent^invalid,2.1635,6.0255,1.0,4.6508109672827944e-05,-0.87615,-14.325,1.01785,-2.1774999999999993,116.88550000000001,18.0,2.2974999999999994,2.2974999999999994,0.9166666666666666,2.0295249000829356,22.0,259.10465,0.0,2.0168500000000003,27.650499999999994,20.0,43.6617721363713,35.56215398214512,20.0
False,nonsense,19.298922,nonsense_nept_bript_jeft,Human,False,True,False,False,True,nonsense_nept_bript_jeft^nonsense^invalid,1.9055,5.9575,1.0,4.5385502318921755e-05,-0.6668000000000001,-14.447,1.4057,-2.2295,115.33914999999999,18.0,2.3075,2.3075,0.9166666666666666,2.1237534977165002,22.0,257.83180000000004,0.0,3.0936999999999997,27.823000000000004,20.0,45.81416650840106,39.22077556751779,20.0
True,nonsense,13.966516,nonsense_gick_criff_riff,Human,False,False,False,False,True,nonsense_gick_criff_riff^nonsense^invalid,1.947,5.92,1.0,4.566418795974468e-05,-0.69275,-14.4375,1.34025,-2.1274999999999995,113.85679999999999,18.0,2.243000000000001,2.243000000000001,0.9166666666666666,2.068879883001131,22.0,258.30625,0.0,2.7102500000000003,27.429499999999997,20.0,44.8557053635896,39.660127803386885,20.0
True,violate,35.59383,flowers_animals_reptiles,Human,True,True,True,False,False,flowers_animals_reptiles^violate^valid,1.5045000000000002,6.234999999999999,0.5,0.00015717430223750002,-1.987,-11.97,-1.5335,2.135,113.77234999999999,18.0,0.0,0.0,1.0,1.6579871672443622,17.0,231.3995,0.0,27.057499999999997,3.202,10.0,37.879240705066465,48.81384605671586,2.0
True,nonsense,71.632158,nonsense_paft_usp_cesk,Human,True,True,False,False,True,nonsense_paft_usp_cesk^nonsense^valid,1.8595,5.98,0.5,0.00013193631755371843,-1.7055,-12.379999999999999,-0.966,2.17,112.72965,18.0,0.0,0.0,1.0,1.6368584476592738,17.0,232.214,0.0,29.296999999999997,1.7354999999999996,10.0,42.40767613736504,43.13834739014141,2.0
True,nonsense,48.230127,nonsense_glap_phropt_soff,Human,False,False,False,False,True,nonsense_glap_phropt_soff^nonsense^invalid,1.853,6.0065,1.0,4.742112251391819e-05,-0.7117,-14.309999999999999,0.9023,-2.0974999999999993,116.45,18.0,2.25,2.25,0.9166666666666666,2.080269703176284,22.0,256.35069999999996,0.0,1.5038,29.3665,20.0,42.23495632911866,40.510175115535944,20.0
True,consistent,12.956185,guns_weapons_dangerous,Human,False,False,True,True,False,guns_weapons_dangerous^consistent^invalid,2.4080000000000004,6.133,1.0,4.619914869776753e-05,-1.069,-14.265,0.6942499999999999,-2.2799999999999994,117.61744999999999,18.0,2.4675000000000002,2.4675000000000002,0.9166666666666666,1.9588994149773309,22.0,262.58799999999997,0.0,1.17875,29.3705,16.0,41.19984591408093,40.79812777935898,20.0
True,violate,60.43602,politicians_dishonest_lie,Human,True,True,True,False,False,politicians_dishonest_lie^violate^valid,1.867,6.1075,0.3333333333333333,0.00017351054137877946,-2.205,-11.879999999999999,-1.53915,2.3950000000000005,111.95970000000001,18.0,0.0,0.0,1.0,1.3340596020651818,17.0,237.51800000000003,0.0,28.9645,3.4991499999999998,10.0,37.409850241676274,48.81600397535962,4.5
True,violate,15.949493,politicians_dishonest_lie,Human,True,True,True,False,False,politicians_dishonest_lie^violate^valid,1.867,6.1075,0.3333333333333333,0.00017351054137877946,-2.205,-11.879999999999999,-1.53915,2.3950000000000005,111.95970000000001,18.0,0.0,0.0,1.0,1.3340596020651818,17.0,237.51800000000003,0.0,28.9645,3.4991499999999998,10.0,37.409850241676274,48.81600397535962,4.5
False,violate,40.929522,politicians_dishonest_lie,Human,True,False,True,False,False,politicians_dishonest_lie^violate^valid,1.867,6.1075,0.3333333333333333,0.00017351054137877946,-2.205,-11.879999999999999,-1.53915,2.3950000000000005,111.95970000000001,18.0,0.0,0.0,1.0,1.3340596020651818,17.0,237.51800000000003,0.0,28.9645,3.4991499999999998,10.0,37.409850241676274,48.81600397535962,4.5
