rt,response,task,item_id,entity_type,entity,correct,intuitive,question,prefix,population_correct,population_intuitive,population_ratio,display_correct_first,task_type,trial_type,trial_index,time_elapsed,subject_id,study_id,session_id,rng_seed,response_correct,response_position,rt_zscore,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
3519,f,capitals,27,state,Nebraska,Lincoln,Omaha,What is the capital of Nebraska?,The capital of Nebraska is,0.297,0.477,1.606060606,False,critical,html-keyboard-response,11,287997,subject_25,67d993866d1d7516d87e97de,67daffc85579c5693bbb7675,0.2876221160821377,0,left,-0.802189861519109,1.75444435,8.570361,1.0,1.6695711598879633e-05,-0.36253095999999996,-14.752549250000001,3.48674279,0.31444524999999945,339.4263224315,39.0,8.872733499999999,8.011620500000001,0.953125,6.1376250689736676,58.0,901.7426861009999,54.0,22.696790768999996,187.99272173000003,59.0,122.34695270248729,116.58802105656298,59.0
2289,j,capitals,42,state,Wisconsin,Madison,Milwaukee,What is the capital of Wisconsin?,The capital of Wisconsin is,0.284,0.551,1.940140845,False,critical,html-keyboard-response,13,291289,subject_25,67d993866d1d7516d87e97de,67daffc85579c5693bbb7675,0.2876221160821377,1,right,-1.0465433403721245,1.5962509,8.578108,1.0,4.735056547157307e-05,-0.29447737500000004,-12.49523225,4.702950125,2.6275404999999994,344.53996761985,39.0,3.4323186,3.4323186,0.875,8.929847753318992,55.0,820.96911449757,51.0,87.48386935242999,30.47326315,56.0,141.85518886921403,81.45882277791884,56.0
3544,j,capitals,5,country,Morrocco,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,True,critical,html-keyboard-response,15,295837,subject_25,67d993866d1d7516d87e97de,67daffc85579c5693bbb7675,0.2876221160821377,0,right,-0.7972233273960803,3.329535,8.748749,1.0,4.2986753514459675e-05,-0.819175475,-12.593483500000001,3.4124720250000005,-1.3633420000000003,351.213266475,40.0,5.7993565,5.7993565,0.9296875,5.775235157660321,58.5,824.77135588775,54.0,38.86137796225,86.32878790000001,60.0,100.02520072367312,102.21552137460895,52.5
2088,f,capitals,19,state,Kansas,Topeka,Wichita,What is the capital of Kansas?,The capital of Kansas is,0.125,0.395,3.16,True,critical,html-keyboard-response,17,298928,subject_25,67d993866d1d7516d87e97de,67daffc85579c5693bbb7675,0.2876221160821377,1,left,-1.086474274721276,1.6430251500000002,8.413826499999999,1.0,2.3754028146722525e-05,-0.281759095,-13.877644,3.0337399549999997,-4.07927,349.049292508,40.0,17.84188935,17.84188935,0.96875,3.5454795366127136,60.0,915.4748660595001,56.5,23.117065525499996,251.67190269775,60.0,95.27730768929658,168.1763494908966,56.5
2077,j,capitals,14,state,California,Sacramento,Los Angeles,What is the capital of California?,The capital of California is,0.527,3.8,7.210626186,False,critical,html-keyboard-response,19,302009,subject_25,67d993866d1d7516d87e97de,67daffc85579c5693bbb7675,0.2876221160821377,1,right,-1.0886595497354086,1.60163015,8.479996499999999,1.0,2.4189245412951064e-05,-0.250368585,-13.824532999999999,4.486447764999999,-0.6694224999999996,362.92808644328,39.0,6.637565499999999,4.4076505,0.671875,12.304360869528692,51.5,722.229036140026,50.0,238.92909725997396,72.772872,51.0,207.02842720933316,37.98128099646662,53.0
4616,j,capitals,11,country,United Arab Emirates,Abu Dhabi,Dubai,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,False,critical,html-keyboard-response,21,307627,subject_25,67d993866d1d7516d87e97de,67daffc85579c5693bbb7675,0.2876221160821377,1,right,-0.5842583442006065,1.1344493500000001,6.73492265,1.0,2.8488331947359298e-05,-0.22146791500000002,-13.8118295,5.144908035,-0.1452884999999995,346.65873143778504,40.0,4.017435000000001,4.017435000000001,0.8671875,9.777214316836387,54.0,705.068827317025,53.0,127.46357203297501,35.746391499999994,53.5,127.95633837778493,51.59063372206741,53.5
3127,f,capitals,31,state,New Mexico,Santa Fe,Albuquerque,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,True,critical,html-keyboard-response,23,311757,subject_25,67d993866d1d7516d87e97de,67daffc85579c5693bbb7675,0.2876221160821377,1,left,-0.8800651165682002,1.4295528000000002,8.0847105,1.0,1.2731656871823806e-05,-0.252545485,-16.06128,2.891086665,-1.1754144999999996,344.91715051035,40.0,8.9232715712,8.9232715712,0.9296875,7.036288826001265,57.5,794.4577127657001,29.5,82.5595931343,132.84296098931,58.0,135.30924773546818,115.23013206838777,58.0
3226,j,capitals,36,state,Pennsylvania,Harrisburg,Philadelphia,What is the capital of Pennsylvania?,The capital of Pennsylvania is,0.05,1.517,30.34,True,critical,html-keyboard-response,25,315986,subject_25,67d993866d1d7516d87e97de,67daffc85579c5693bbb7675,0.2876221160821377,0,right,-0.8603976414410062,1.4386842,8.424121,1.0,1.0654075078466786e-05,-0.23576596500000002,-17.5285685,3.742165285,-2.3373614999999983,357.95655954335007,39.0,5.6973095,5.6973095,0.875,8.746907169853557,55.0,917.727649059025,52.0,53.011999690975,123.89878685,56.0,138.21357086352475,98.89031467277283,54.5
2929,j,capitals,24,state,Michigan,Lansing,Detroit,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,False,critical,html-keyboard-response,27,319918,subject_25,67d993866d1d7516d87e97de,67daffc85579c5693bbb7675,0.2876221160821377,1,right,-0.919400066822588,1.07705432,8.536233,1.0,2.957213823979949e-05,-0.16706502499999998,-13.361213,4.276948475,2.6299845,336.01702425704303,39.0,2.7156659999999997,2.6527234999999996,0.6875,10.927316297894647,53.0,782.4986157109361,51.0,183.96571073906398,14.502963000000006,51.0,146.0317245214472,57.73870996774049,51.0
1827,f,capitals,35,state,Oregon,Salem,Portland,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,True,critical,html-keyboard-response,29,322747,subject_25,67d993866d1d7516d87e97de,67daffc85579c5693bbb7675,0.2876221160821377,1,left,-1.1383248909656962,1.33494965,8.519416,1.0,6.393163925168336e-05,-0.213602795,-12.0759215,4.299862205,3.3008905000000004,345.25303556315004,39.0,5.366405800000001,5.366405800000001,0.890625,8.825269001062678,55.0,752.1912442845501,51.0,148.40089166545,26.745313979999995,56.0,122.52824649022435,85.66436917084857,56.0
