response_correct,syllogism_condition,rt,syllogism_name,subject,is_valid,answer_with_valid,is_realistic,is_consistent,is_nonsense,unique_id,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
True,nonsense,35.699013,nonsense_sland_spluff_gusp,Human,True,True,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid,0.08798347000000001,1.1381613000000002,1.0,0.00011472552111565564,-0.014410303499999999,-21.6812245,4.4600656965,7.356701000000001,14.113510657170016,16.0,0.0,0.0,0.038461538461538464,5.687298404190937,19.0,908.1165431015002,5.0,260.91576514850004,0.0,14.0,103.50807463959227,43.40489820039198,22.0
False,violate,197.794977,flowers_animals_reptiles,Human,True,False,True,False,False,flowers_animals_reptiles^violate^valid,0.16538908,1.84003365,1.0,9.557288113675976e-05,-0.026683586500000002,-22.2230395,4.3413982635,7.3445944999999995,17.315634041558376,16.0,0.0,0.0,0.038461538461538464,4.703936955151498,21.0,909.2448019265,5.0,254.06322667350003,0.0,14.0,101.96515101872458,46.70124463170767,22.0
False,nonsense,53.098138,nonsense_nept_bript_jeft,Human,False,True,False,False,True,nonsense_nept_bript_jeft^nonsense^invalid,0.097979507,1.3177690499999999,0.5,1.2487688975796385e-05,-4.682354999999999,-28.985023499999997,-4.6674632155,-7.639753499999999,15.540001762641817,16.0,13.38752678449999,10.3815620345,1.0,0.7034603513986402,24.0,1169.0962050000003,0.0,0.0,265.6273087485,12.0,43.687774002357365,104.19446664513077,23.0
False,consistent,30.560626,gems_diamonds_transparent,Human,True,False,True,True,False,gems_diamonds_transparent^consistent^valid,0.09335609,2.18962605,1.0,9.539649923273471e-05,-0.0145147975,-22.078976,4.6131059025,7.5830104999999985,17.011123019270215,16.0,0.0,0.0,0.038461538461538464,4.881773083544439,21.0,902.7735193915,5.0,255.41727355850003,0.0,14.0,103.16886253606836,44.27132325103677,22.0
True,nonsense,47.365121,nonsense_sland_spluff_gusp,Human,True,True,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid,0.08798347000000001,1.1381613000000002,1.0,0.00011472552111565564,-0.014410303499999999,-21.6812245,4.4600656965,7.356701000000001,14.113510657170016,16.0,0.0,0.0,0.038461538461538464,5.687298404190937,19.0,908.1165431015002,5.0,260.91576514850004,0.0,14.0,103.50807463959227,43.40489820039198,22.0
True,consistent,14.132236,gems_diamonds_transparent,Human,False,False,True,True,False,gems_diamonds_transparent^consistent^invalid,0.09020438,2.0953937,0.5,1.088363145017591e-05,-4.74680235,-29.757531999999998,-4.7331200332500005,-7.6065024999999995,16.873739014856817,16.0,13.045494966749988,9.237009751749998,1.0,0.7382854789422848,24.0,1159.71642385,5.0,0.0,256.26236720275,12.0,44.06553643736818,103.48964763702821,23.0
False,nonsense,19.298922,nonsense_nept_bript_jeft,Human,False,True,False,False,True,nonsense_nept_bript_jeft^nonsense^invalid,0.097979507,1.3177690499999999,0.5,1.2487688975796385e-05,-4.682354999999999,-28.985023499999997,-4.6674632155,-7.639753499999999,15.540001762641817,16.0,13.38752678449999,10.3815620345,1.0,0.7034603513986402,24.0,1169.0962050000003,0.0,0.0,265.6273087485,12.0,43.687774002357365,104.19446664513077,23.0
True,nonsense,13.966516,nonsense_gick_criff_riff,Human,False,False,False,False,True,nonsense_gick_criff_riff^nonsense^invalid,0.1042488575,1.1658523500000002,0.5,1.1662461712067438e-05,-4.4102705,-29.7094465,-4.3933755915,-7.782305500000001,14.65689220873761,16.0,13.181064408499996,10.246555490999999,1.0,0.7478185495611542,24.0,1183.5615172499997,0.0,0.0,264.28931400199997,12.0,41.92250002494371,104.53465743008722,23.0
True,violate,35.59383,flowers_animals_reptiles,Human,True,True,True,False,False,flowers_animals_reptiles^violate^valid,0.16538908,1.84003365,1.0,9.557288113675976e-05,-0.026683586500000002,-22.2230395,4.3413982635,7.3445944999999995,17.315634041558376,16.0,0.0,0.0,0.038461538461538464,4.703936955151498,21.0,909.2448019265,5.0,254.06322667350003,0.0,14.0,101.96515101872458,46.70124463170767,22.0
True,nonsense,71.632158,nonsense_paft_usp_cesk,Human,True,True,False,False,True,nonsense_paft_usp_cesk^nonsense^valid,0.11312954,1.7049367,1.0,0.00011192320887885875,-0.019037715,-21.4257335,4.241743035,7.6199770000000004,15.672822807470645,16.0,0.0,0.0,0.038461538461538464,4.773800712337694,21.0,902.6817207669999,5.0,260.026145983,0.0,14.0,104.91616373804112,44.49112216381445,22.0
True,nonsense,48.230127,nonsense_glap_phropt_soff,Human,False,False,False,False,True,nonsense_glap_phropt_soff^nonsense^invalid,0.1149577225,1.99652245,0.5,1.1667121805290269e-05,-4.59051275,-29.158279999999998,-4.5728262795,-7.673912,17.013917562019316,16.0,13.408198720500001,10.4633428805,1.0,0.6989024957334204,24.0,1171.7109865,0.0,0.0,265.148304507,12.0,43.74287426328959,104.73701672505764,23.0
True,consistent,12.956185,guns_weapons_dangerous,Human,False,False,True,True,False,guns_weapons_dangerous^consistent^invalid,0.0747371225,1.741162,0.5,1.1382265140559929e-05,-4.73580455,-29.731636,-4.724189835000001,-7.809410999999999,14.607038455299545,21.0,13.409280164999988,9.323913334,1.0,0.7824635806089515,24.0,1166.4385208,5.0,0.0,263.163441109,12.0,45.35355902677205,106.68368290968507,23.0
True,violate,60.43602,politicians_dishonest_lie,Human,True,True,True,False,False,politicians_dishonest_lie^violate^valid,0.093816075,1.94101045,1.0,9.715305323307048e-05,-0.014161296,-21.767267500000003,4.743423504,7.666611999999999,16.294045525100863,16.0,0.0,0.0,0.038461538461538464,4.822421213574055,21.0,901.8776370825,5.0,264.6656569674999,0.0,14.0,101.8318061134461,44.72412699078289,22.0
True,violate,15.949493,politicians_dishonest_lie,Human,True,True,True,False,False,politicians_dishonest_lie^violate^valid,0.093816075,1.94101045,1.0,9.715305323307048e-05,-0.014161296,-21.767267500000003,4.743423504,7.666611999999999,16.294045525100863,16.0,0.0,0.0,0.038461538461538464,4.822421213574055,21.0,901.8776370825,5.0,264.6656569674999,0.0,14.0,101.8318061134461,44.72412699078289,22.0
False,violate,40.929522,politicians_dishonest_lie,Human,True,False,True,False,False,politicians_dishonest_lie^violate^valid,0.093816075,1.94101045,1.0,9.715305323307048e-05,-0.014161296,-21.767267500000003,4.743423504,7.666611999999999,16.294045525100863,16.0,0.0,0.0,0.038461538461538464,4.822421213574055,21.0,901.8776370825,5.0,264.6656569674999,0.0,14.0,101.8318061134461,44.72412699078289,22.0
True,consistent,33.965117,computers_electronics_expensive,Human,True,True,True,True,False,computers_electronics_expensive^consistent^valid,0.099255385,2.2617981499999997,1.0,8.752913558445814e-05,-0.0165343445,-22.346837999999998,4.3402156555,7.4271270000000005,16.475602648332682,16.0,0.0,0.0,0.038461538461538464,4.924930259182393,21.0,900.3518657885002,5.0,254.05434721149996,0.0,14.0,102.14645853184628,44.48808193250726,22.0
False,violate,39.765076,flowers_animals_reptiles,Human,True,False,True,False,False,flowers_animals_reptiles^violate^valid,0.16538908,1.84003365,1.0,9.557288113675976e-05,-0.026683586500000002,-22.2230395,4.3413982635,7.3445944999999995,17.315634041558376,16.0,0.0,0.0,0.038461538461538464,4.703936955151498,21.0,909.2448019265,5.0,254.06322667350003,0.0,14.0,101.96515101872458,46.70124463170767,22.0
True,consistent,22.3793,gems_diamonds_transparent,Human,False,False,True,True,False,gems_diamonds_transparent^consistent^invalid,0.09020438,2.0953937,0.5,1.088363145017591e-05,-4.74680235,-29.757531999999998,-4.7331200332500005,-7.6065024999999995,16.873739014856817,16.0,13.045494966749988,9.237009751749998,1.0,0.7382854789422848,24.0,1159.71642385,5.0,0.0,256.26236720275,12.0,44.06553643736818,103.48964763702821,23.0
False,violate,17.164793,librarians_happy_healthy,Human,False,True,True,False,False,librarians_happy_healthy^violate^invalid,0.08540780449999999,2.15655625,0.5,1.1321374197468364e-05,-4.6253253,-29.361278499999997,-4.61187748,-7.5055035,16.00871784787192,21.0,14.028127520000016,9.5074589005,1.0,0.7752904293256938,24.0,1166.09073755,5.0,0.0,260.91887050900004,12.0,45.369271930342656,104.46528594068454,23.0
True,nonsense,172.546467,nonsense_zeff_zaff_zom,Human,True,True,False,False,True,nonsense_zeff_zaff_zom^nonsense^valid,0.0665265135,1.42053135,1.0,0.0001229657614935073,-0.009611169499999999,-21.415270999999997,5.037285080499999,7.713637000000002,14.396262341307665,18.5,0.0,0.0,0.038461538461538464,5.923915377742379,19.0,906.6776975289999,5.0,270.03571022100004,0.0,14.0,108.385246857416,44.05949837448339,22.0
False,violate,30.931158,gems_diamonds_transparent,Human,True,False,True,False,False,gems_diamonds_transparent^violate^valid,0.080619278,1.51851665,1.0,0.00010468441537511494,-0.012805854,-22.0525885,4.613369096,7.757038000000001,14.872255924062634,21.0,0.0,0.0,0.038461538461538464,5.144879788589277,21.0,903.848086274,5.0,256.354849676,0.0,14.0,104.01237379397568,43.90729531063679,22.0
False,nonsense,35.065263,nonsense_sland_spluff_gusp,Human,True,False,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid,0.08798347000000001,1.1381613000000002,1.0,0.00011472552111565564,-0.014410303499999999,-21.6812245,4.4600656965,7.356701000000001,14.113510657170016,16.0,0.0,0.0,0.038461538461538464,5.687298404190937,19.0,908.1165431015002,5.0,260.91576514850004,0.0,14.0,103.50807463959227,43.40489820039198,22.0
True,violate,18.764769,flowers_animals_reptiles,Human,True,True,True,False,False,flowers_animals_reptiles^violate^valid,0.16538908,1.84003365,1.0,9.557288113675976e-05,-0.026683586500000002,-22.2230395,4.3413982635,7.3445944999999995,17.315634041558376,16.0,0.0,0.0,0.038461538461538464,4.703936955151498,21.0,909.2448019265,5.0,254.06322667350003,0.0,14.0,101.96515101872458,46.70124463170767,22.0
False,consistent,14.642097,plants_trees_tall,Human,False,True,True,True,False,plants_trees_tall^consistent^invalid,0.09746688,1.95392975,0.5,1.0692681611007862e-05,-4.4724096499999995,-29.833845500000002,-4.4567375909999996,-7.406658500000001,16.330063950249993,16.0,13.319142409000001,9.322333819,1.0,0.7709291680044364,24.0,1157.51478515,0.0,0.0,252.62099928100002,12.0,45.89097698505453,101.44812373736184,23.0
True,violate,37.101799,dragons_mythical_exist,Human,False,False,True,False,False,dragons_mythical_exist^violate^invalid,0.079018635,1.98714485,0.5,1.0959302292751035e-05,-5.048305,-29.526195,-5.036941745,-7.3781099999999995,16.662471467900005,16.0,13.221853254999992,9.372016795,1.0,0.7228622955765348,24.0,1168.265806,5.0,0.0,259.990202061,12.0,45.900084112959256,103.9128594475005,23.0
False,violate,54.673975,librarians_happy_healthy,Human,False,True,True,False,False,librarians_happy_healthy^violate^invalid,0.08540780449999999,2.15655625,0.5,1.1321374197468364e-05,-4.6253253,-29.361278499999997,-4.61187748,-7.5055035,16.00871784787192,21.0,14.028127520000016,9.5074589005,1.0,0.7752904293256938,24.0,1166.09073755,5.0,0.0,260.91887050900004,12.0,45.369271930342656,104.46528594068454,23.0
