response_correct,syllogism_condition,rt,syllogism_name,subject,is_valid,answer_with_valid,is_realistic,is_consistent,is_nonsense,unique_id,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
True,nonsense,35.699013,nonsense_sland_spluff_gusp,Human,True,True,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid,1.2223994500000002,5.901173,1.0,0.0004519942291828312,-0.5126372,-10.3481545,0.723094,2.693243999999999,109.631352845,17.0,0.22913456,0.22913456,0.5227272727272727,4.7112053671371505,17.0,163.654480425,13.0,58.70781641000001,0.22913456,9.5,39.29111393723545,15.855423118758047,9.5
False,violate,197.794977,flowers_animals_reptiles,Human,True,False,True,False,False,flowers_animals_reptiles^violate^valid,1.2631101500000002,5.69945865,0.5,0.0004475274334617133,-0.9408408850000001,-10.4135215,-0.26296515500000006,2.1420335,109.39205422999999,17.0,1.411348375,1.411348375,1.0,3.6670636022524983,17.0,168.585698955,13.0,38.857959780000016,1.9750480349999995,11.0,28.91642326983237,23.531620376277047,2.0
False,nonsense,53.098138,nonsense_nept_bript_jeft,Human,False,True,False,False,True,nonsense_nept_bript_jeft^nonsense^invalid,1.2655806,5.857832800000001,1.0,7.471855197947303e-05,-0.47959493,-12.9715165,0.87268497,-2.5958645000000002,108.61680448000001,15.5,5.1353995,4.320127,0.8636363636363636,3.9383852358877585,17.5,212.93381613100001,17.0,5.072225769000001,42.98553444999999,3.0,24.901748129641867,20.414499582890727,15.0
False,consistent,30.560626,gems_diamonds_transparent,Human,True,False,True,True,False,gems_diamonds_transparent^consistent^valid,1.0009590149999998,5.8477676,1.0,0.0005510125272622176,-0.257885355,-10.111991,1.720539595,2.4857580000000006,107.05945045499999,17.0,0.0,0.0,0.045454545454545456,5.0624941366233625,17.0,157.97436758250007,12.0,70.84608441750001,0.0,17.0,50.96728266235738,9.869295750276095,17.0
True,nonsense,47.365121,nonsense_sland_spluff_gusp,Human,True,True,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid,1.2223994500000002,5.901173,1.0,0.0004519942291828312,-0.5126372,-10.3481545,0.723094,2.693243999999999,109.631352845,17.0,0.22913456,0.22913456,0.5227272727272727,4.7112053671371505,17.0,163.654480425,13.0,58.70781641000001,0.22913456,9.5,39.29111393723545,15.855423118758047,9.5
True,consistent,14.132236,gems_diamonds_transparent,Human,False,False,True,True,False,gems_diamonds_transparent^consistent^invalid,0.9833995,5.838711,0.5,9.043408458646315e-05,-2.02571005,-12.669118000000001,-1.7772860000000001,-2.4537255,106.61560259500001,17.0,4.795445968,4.795445968,1.0,1.5034729686546688,19.0,229.18405439999998,19.0,0.0,69.43148360299999,19.0,9.888805905773422,50.4540579355217,19.0
False,nonsense,19.298922,nonsense_nept_bript_jeft,Human,False,True,False,False,True,nonsense_nept_bript_jeft^nonsense^invalid,1.2655806,5.857832800000001,1.0,7.471855197947303e-05,-0.47959493,-12.9715165,0.87268497,-2.5958645000000002,108.61680448000001,15.5,5.1353995,4.320127,0.8636363636363636,3.9383852358877585,17.5,212.93381613100001,17.0,5.072225769000001,42.98553444999999,3.0,24.901748129641867,20.414499582890727,15.0
True,nonsense,13.966516,nonsense_gick_criff_riff,Human,False,False,False,False,True,nonsense_gick_criff_riff^nonsense^invalid,0.92727432,6.00621295,1.0,7.63440120280256e-05,-0.232825265,-12.914609,1.9565487350000001,-2.5845575000000007,107.4527207925,12.5,5.2404015,4.2844975,0.6590909090909092,4.263170733130004,17.0,208.288199383,13.0,16.261319167000003,39.149376749999995,3.0,38.243069992552165,18.031479640662504,11.0
True,violate,35.59383,flowers_animals_reptiles,Human,True,True,True,False,False,flowers_animals_reptiles^violate^valid,1.2631101500000002,5.69945865,0.5,0.0004475274334617133,-0.9408408850000001,-10.4135215,-0.26296515500000006,2.1420335,109.39205422999999,17.0,1.411348375,1.411348375,1.0,3.6670636022524983,17.0,168.585698955,13.0,38.857959780000016,1.9750480349999995,11.0,28.91642326983237,23.531620376277047,2.0
True,nonsense,71.632158,nonsense_paft_usp_cesk,Human,True,True,False,False,True,nonsense_paft_usp_cesk^nonsense^valid,1.2024875499999998,6.0674318,1.0,0.0004481566232588367,-0.44684402999999995,-10.3299395,0.91044332,2.5267345,110.80826861,17.0,0.0,0.0,0.045454545454545456,4.845610791231845,17.0,162.32424562,12.0,61.36730251499999,0.0,17.0,40.607824137326475,14.075875770299383,17.0
