response_correct,syllogism_condition,rt,syllogism_name,subject,is_valid,answer_with_valid,is_realistic,is_consistent,is_nonsense,unique_id,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
True,nonsense,35.699013,nonsense_sland_spluff_gusp,Human,True,True,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid,3.668394,1.90505205,0.75,0.006557447540419677,-1.4019073,-9.0652115,2.5496750500000003,2.3765632499999993,23.204435617,8.0,0.0,0.0,0.08333333333333333,4.788188528543028,6.0,73.885818462,6.0,35.399975438,0.0,7.0,0.8607869192055203,0.0,0.0
False,violate,197.794977,flowers_animals_reptiles,Human,True,False,True,False,False,flowers_animals_reptiles^violate^valid,3.4626427,1.84859795,1.0,0.006006060168818989,-1.3017729500000002,-9.6362795,1.95819465,2.516869,23.313991625,8.0,0.0,0.0,0.08333333333333333,5.0362364673305,6.0,75.7841223075,6.0,33.8917606425,0.0,6.0,4.183154456543615,0.0,0.0
False,nonsense,53.098138,nonsense_nept_bript_jeft,Human,False,True,False,False,True,nonsense_nept_bript_jeft^nonsense^invalid,3.3444079,1.8830467,0.14285714285714285,0.002094353360176145,-3.73689965,-11.622301,-2.7082787,-2.2961185000000004,22.8339217475,8.0,2.489814883,2.489814883,1.0,1.323767313118662,8.0,110.27906785,6.0,0.0,36.1017711115,10.0,2.9330410061193055e-15,2.1505578652527406,6.5
False,consistent,30.560626,gems_diamonds_transparent,Human,True,False,True,True,False,gems_diamonds_transparent^consistent^valid,3.28279935,1.8940929,0.75,0.006873582766439909,-1.2832751,-9.113313,2.5029182999999997,2.5178650000000005,23.048257489999997,8.0,0.0,0.0,0.08333333333333333,4.789318596426793,6.0,74.5433679395,6.0,36.01226066049999,0.0,6.0,2.856377002293521e-15,0.0,6.0
True,nonsense,47.365121,nonsense_sland_spluff_gusp,Human,True,True,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid,3.668394,1.90505205,0.75,0.006557447540419677,-1.4019073,-9.0652115,2.5496750500000003,2.3765632499999993,23.204435617,8.0,0.0,0.0,0.08333333333333333,4.788188528543028,6.0,73.885818462,6.0,35.399975438,0.0,7.0,0.8607869192055203,0.0,0.0
True,consistent,14.132236,gems_diamonds_transparent,Human,False,False,True,True,False,gems_diamonds_transparent^consistent^invalid,3.4457838499999998,1.887791,0.13392857142857142,0.002234639661233621,-4.12171905,-11.738496000000001,-2.7290116,-2.4389440000000002,23.588475285,8.0,1.889816127,1.889816127,1.0,1.0996010855974152,8.0,111.436097,6.0,0.0,36.2978321375,10.0,2.930349127571056e-15,0.0,6.5
False,nonsense,19.298922,nonsense_nept_bript_jeft,Human,False,True,False,False,True,nonsense_nept_bript_jeft^nonsense^invalid,3.3444079,1.8830467,0.14285714285714285,0.002094353360176145,-3.73689965,-11.622301,-2.7082787,-2.2961185000000004,22.8339217475,8.0,2.489814883,2.489814883,1.0,1.323767313118662,8.0,110.27906785,6.0,0.0,36.1017711115,10.0,2.9330410061193055e-15,2.1505578652527406,6.5
True,nonsense,13.966516,nonsense_gick_criff_riff,Human,False,False,False,False,True,nonsense_gick_criff_riff^nonsense^invalid,3.3703022000000002,1.8453491,0.17142857142857143,0.0019124933720951493,-3.61953805,-11.995276,-2.528408035,-2.287229,23.190290247,7.0,2.3772316035000003,2.3772316035000003,1.0,1.4414757933060731,8.0,110.88241075,6.0,0.0,34.781906134500005,10.0,3.086592205431817e-15,0.0,7.0
True,violate,35.59383,flowers_animals_reptiles,Human,True,True,True,False,False,flowers_animals_reptiles^violate^valid,3.4626427,1.84859795,1.0,0.006006060168818989,-1.3017729500000002,-9.6362795,1.95819465,2.516869,23.313991625,8.0,0.0,0.0,0.08333333333333333,5.0362364673305,6.0,75.7841223075,6.0,33.8917606425,0.0,6.0,4.183154456543615,0.0,0.0
True,nonsense,71.632158,nonsense_paft_usp_cesk,Human,True,True,False,False,True,nonsense_paft_usp_cesk^nonsense^valid,3.41379275,1.7635678499999998,1.0,0.005464644051600574,-0.9626637499999999,-9.630397,2.6341324000000004,2.520522999999999,22.921184435,8.0,0.0,0.0,0.08333333333333333,5.032736682401291,6.0,76.23385165099998,6.0,36.698558149,0.0,6.0,2.8537248433341897,0.0,5.0
