response_correct,syllogism_condition,rt,syllogism_name,subject,is_valid,answer_with_valid,is_realistic,is_consistent,is_nonsense,unique_id,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
True,nonsense,35.699013,nonsense_sland_spluff_gusp,Human,True,True,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid,1.1113345,6.88109255,1.0,0.3333333333333333,-0.33002691,-3.3748629,1.28252074,1.9285196,217.77542435,26.0,0.0,0.0,0.020833333333333332,25.000558528039836,23.0,175.5493680255,23.0,115.8516504745,0.0,23.0,78.99089568206915,28.397104640805992,23.0
False,violate,197.794977,flowers_animals_reptiles,Human,True,False,True,False,False,flowers_animals_reptiles^violate^valid,1.1846104,6.75337665,1.0,1.0,-0.41331271,-2.6774255,0.9694166399999999,1.8400686999999998,217.32219895,25.0,0.0,0.0,0.020833333333333332,26.271245742535413,22.0,166.486187719,23.0,94.58035453100001,0.0,15.0,67.23171946583815,25.24940548696147,23.0
False,nonsense,53.098138,nonsense_nept_bript_jeft,Human,False,True,False,False,True,nonsense_nept_bript_jeft^nonsense^invalid,1.1391167,6.82843665,0.5,0.06666666666666667,-1.67986895,-5.15736655,-1.3590068800000001,-1.7270864499999998,218.94957509,26.0,3.1486450355000004,3.1486450355000004,1.0,11.051290089133804,26.0,295.09311410000004,22.0,0.0,117.2983784595,20.0,27.564894802177406,80.99917153240588,40.0
False,consistent,30.560626,gems_diamonds_transparent,Human,True,False,True,True,False,gems_diamonds_transparent^consistent^valid,1.0828737,6.792740500000001,1.0,1.0,-0.27288842,-2.73317115,1.6354737300000002,1.9284816,212.75838263499998,24.5,0.0,0.0,0.020833333333333332,26.0899166007544,22.0,166.69814283,23.0,123.39129987,0.0,15.0,84.04781903526617,24.061081794545725,23.0
True,nonsense,47.365121,nonsense_sland_spluff_gusp,Human,True,True,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid,1.1113345,6.88109255,1.0,0.3333333333333333,-0.33002691,-3.3748629,1.28252074,1.9285196,217.77542435,26.0,0.0,0.0,0.020833333333333332,25.000558528039836,23.0,175.5493680255,23.0,115.8516504745,0.0,23.0,78.99089568206915,28.397104640805992,23.0
True,consistent,14.132236,gems_diamonds_transparent,Human,False,False,True,True,False,gems_diamonds_transparent^consistent^invalid,1.0756112500000001,6.7418864,0.5,0.09166666666666667,-1.92232685,-4.595822,-1.65217738,-1.89596,212.661388385,23.0,2.961200798,2.961200798,1.0,11.576288670929678,25.0,287.62795889999995,20.0,0.0,121.39208988550001,20.0,24.498585427492277,85.34745064745432,40.0
False,nonsense,19.298922,nonsense_nept_bript_jeft,Human,False,True,False,False,True,nonsense_nept_bript_jeft^nonsense^invalid,1.1391167,6.82843665,0.5,0.06666666666666667,-1.67986895,-5.15736655,-1.3590068800000001,-1.7270864499999998,218.94957509,26.0,3.1486450355000004,3.1486450355000004,1.0,11.051290089133804,26.0,295.09311410000004,22.0,0.0,117.2983784595,20.0,27.564894802177406,80.99917153240588,40.0
True,nonsense,13.966516,nonsense_gick_criff_riff,Human,False,False,False,False,True,nonsense_gick_criff_riff^nonsense^invalid,1.0855975,6.8798828,0.5,0.058823529411764705,-1.7606907,-5.1395481499999995,-1.4660549299999999,-1.83847885,217.38150499000002,26.0,3.1910938665,3.1910938665,1.0,11.081664425513626,26.0,294.66005144999997,22.0,0.0,121.465030494,20.0,26.566263685711036,84.13223904112462,40.0
True,violate,35.59383,flowers_animals_reptiles,Human,True,True,True,False,False,flowers_animals_reptiles^violate^valid,1.1846104,6.75337665,1.0,1.0,-0.41331271,-2.6774255,0.9694166399999999,1.8400686999999998,217.32219895,25.0,0.0,0.0,0.020833333333333332,26.271245742535413,22.0,166.486187719,23.0,94.58035453100001,0.0,15.0,67.23171946583815,25.24940548696147,23.0
True,nonsense,71.632158,nonsense_paft_usp_cesk,Human,True,True,False,False,True,nonsense_paft_usp_cesk^nonsense^valid,1.0486746999999998,6.9368669999999995,1.0,0.5,-0.2969014,-3.2030361000000003,1.4087543500000002,1.7448398999999999,217.40693579999999,26.0,0.0,0.0,0.020833333333333332,25.27729285868513,23.0,175.524867836,23.0,114.189566964,0.0,23.0,81.0463139357208,26.123327134330616,23.0
