response_correct,syllogism_condition,rt,syllogism_name,subject,is_valid,answer_with_valid,is_realistic,is_consistent,is_nonsense,unique_id,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
True,nonsense,35.699013,nonsense_sland_spluff_gusp,Human,True,True,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid,1.40600025,6.8200009999999995,0.5,0.06696428571428571,-1.2748004499999999,-5.3893033500000005,-0.7443238,3.2657156499999993,155.51487053,21.0,0.7666296499999999,0.7666296499999999,1.0,7.653704912798697,22.0,162.54620161000003,21.0,67.21781231,3.20601617,22.0,39.51653414378642,19.12275711263728,22.0
False,violate,197.794977,flowers_animals_reptiles,Human,True,False,True,False,False,flowers_animals_reptiles^violate^valid,1.3250644999999999,6.79039475,0.5,0.06512605042016806,-1.49109595,-5.43804965,-1.0528203,3.2558071,155.562656915,21.0,0.9000020500000004,0.9000020500000004,1.0,7.025452110813161,22.0,165.58446644,21.0,64.17627416000002,5.20143302,22.0,37.3485150920767,21.29307053341281,22.0
False,nonsense,53.098138,nonsense_nept_bript_jeft,Human,False,True,False,False,True,nonsense_nept_bript_jeft^nonsense^invalid,1.41843125,6.7293801,1.0,0.0012031896434747712,-0.49046965,-8.7511115,0.8792878000000001,-3.1492649999999993,155.14018922000002,21.0,4.74845595,4.74845595,1.0,6.025228297522123,25.5,226.91431699999998,19.0,3.926475225,65.849237035,0.0,20.743110047066768,39.10422918433386,19.0
False,consistent,30.560626,gems_diamonds_transparent,Human,True,False,True,True,False,gems_diamonds_transparent^consistent^valid,1.3966528999999999,6.8372253,0.5,0.05397727272727273,-1.2173506,-5.565593,-0.65878293,3.2285609999999996,156.562052085,21.0,0.84765122,0.84765122,1.0,7.512922628410935,21.5,163.065213115,21.0,67.66379168499999,3.09143898,22.0,38.30055697683201,18.692709573293683,22.0
True,nonsense,47.365121,nonsense_sland_spluff_gusp,Human,True,True,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid,1.40600025,6.8200009999999995,0.5,0.06696428571428571,-1.2748004499999999,-5.3893033500000005,-0.7443238,3.2657156499999993,155.51487053,21.0,0.7666296499999999,0.7666296499999999,1.0,7.653704912798697,22.0,162.54620161000003,21.0,67.21781231,3.20601617,22.0,39.51653414378642,19.12275711263728,22.0
True,consistent,14.132236,gems_diamonds_transparent,Human,False,False,True,True,False,gems_diamonds_transparent^consistent^invalid,1.40090185,6.8577078,1.0,0.0011900297861200926,-0.5750244200000001,-8.750042,0.6111688799999999,-3.356694150000001,157.07225836499998,21.0,4.949730649999999,4.949730649999999,0.96875,5.658519212861247,25.5,227.87991196999997,21.0,2.71831476,69.35359231500001,19.0,18.028266371517482,38.7917656625111,19.0
False,nonsense,19.298922,nonsense_nept_bript_jeft,Human,False,True,False,False,True,nonsense_nept_bript_jeft^nonsense^invalid,1.41843125,6.7293801,1.0,0.0012031896434747712,-0.49046965,-8.7511115,0.8792878000000001,-3.1492649999999993,155.14018922000002,21.0,4.74845595,4.74845595,1.0,6.025228297522123,25.5,226.91431699999998,19.0,3.926475225,65.849237035,0.0,20.743110047066768,39.10422918433386,19.0
True,nonsense,13.966516,nonsense_gick_criff_riff,Human,False,False,False,False,True,nonsense_gick_criff_riff^nonsense^invalid,1.3640230999999998,6.78822425,1.0,0.0013667166707714814,-0.438419745,-8.602100499999999,1.067994155,-2.9757191499999998,155.90981398000002,21.0,4.5597545,4.5597545,0.9375,6.543912872482796,21.0,224.171443895,21.0,5.240067054999999,62.00650666,19.0,20.909623289328,37.42175297531109,19.0
True,violate,35.59383,flowers_animals_reptiles,Human,True,True,True,False,False,flowers_animals_reptiles^violate^valid,1.3250644999999999,6.79039475,0.5,0.06512605042016806,-1.49109595,-5.43804965,-1.0528203,3.2558071,155.562656915,21.0,0.9000020500000004,0.9000020500000004,1.0,7.025452110813161,22.0,165.58446644,21.0,64.17627416000002,5.20143302,22.0,37.3485150920767,21.29307053341281,22.0
True,nonsense,71.632158,nonsense_paft_usp_cesk,Human,True,True,False,False,True,nonsense_paft_usp_cesk^nonsense^valid,1.4028030500000002,6.832713999999999,0.5,0.04772727272727273,-1.27683375,-5.577449,-0.747085565,3.0969365000000004,156.27508726000002,21.0,0.7663969850000004,0.7663969850000004,1.0,7.418575760478484,22.0,164.763290555,21.0,66.04104218,3.4051645700000006,22.0,38.14078375321751,18.980054015945854,22.0
