response_correct,syllogism_condition,rt,syllogism_name,subject,is_valid,answer_with_valid,is_realistic,is_consistent,is_nonsense,unique_id,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
True,nonsense,35.699013,nonsense_sland_spluff_gusp,Human,True,True,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid,1.32445295,6.712421,1.0,0.3333333333333333,-0.35115866500000004,-3.32275485,1.364847185,1.66810415,194.402228815,0.0,0.0,0.0,0.020833333333333332,25.158750478797984,23.0,177.55795593149998,23.0,112.3133954185,0.0,23.0,82.41347106593292,24.924625201937552,23.0
False,violate,197.794977,flowers_animals_reptiles,Human,True,False,True,False,False,flowers_animals_reptiles^violate^valid,1.39136795,6.343162700000001,1.0,0.5,-0.42757876,-2.8035151000000003,1.06354474,1.5603589,195.644762015,0.0,0.0,0.0,0.020833333333333332,25.856437899967275,23.0,170.10999299499997,23.0,94.19569330500002,0.0,15.0,69.24171283924989,21.632608242414875,28.0
False,nonsense,53.098138,nonsense_nept_bript_jeft,Human,False,True,False,False,True,nonsense_nept_bript_jeft^nonsense^invalid,1.366295,6.6855519,0.5,0.08012820512820512,-1.78744945,-4.8412285,-1.441379145,-1.4657468000000002,196.76939554,0.0,2.4800629770000002,2.4800629770000002,1.0,11.147854076698508,27.0,292.54039654999997,21.0,0.0,112.52464395949997,20.0,24.195041548586993,83.98052929988367,20.0
False,consistent,30.560626,gems_diamonds_transparent,Human,True,False,True,True,False,gems_diamonds_transparent^consistent^valid,1.3013010999999999,6.5036907,1.0,0.5,-0.302456835,-2.8120852999999997,1.696433065,1.6347688500000002,190.901157565,0.0,0.0,0.0,0.020833333333333332,25.73087057244158,23.0,170.79900506849998,23.0,116.6365204315,0.0,15.0,87.34386748309454,20.8624380168853,23.0
True,nonsense,47.365121,nonsense_sland_spluff_gusp,Human,True,True,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid,1.32445295,6.712421,1.0,0.3333333333333333,-0.35115866500000004,-3.32275485,1.364847185,1.66810415,194.402228815,0.0,0.0,0.0,0.020833333333333332,25.158750478797984,23.0,177.55795593149998,23.0,112.3133954185,0.0,23.0,82.41347106593292,24.924625201937552,23.0
True,consistent,14.132236,gems_diamonds_transparent,Human,False,False,True,True,False,gems_diamonds_transparent^consistent^invalid,1.29061265,6.45597505,0.5,0.13392857142857142,-2.0111534,-4.3736973,-1.71162894,-1.61340465,190.39495634,0.0,2.2556021299999998,2.2556021299999998,1.0,11.321803155640502,27.0,285.44945775,20.0,0.0,115.09901121200001,20.0,21.279162073404216,88.89040149783608,20.0
False,nonsense,19.298922,nonsense_nept_bript_jeft,Human,False,True,False,False,True,nonsense_nept_bript_jeft^nonsense^invalid,1.366295,6.6855519,0.5,0.08012820512820512,-1.78744945,-4.8412285,-1.441379145,-1.4657468000000002,196.76939554,0.0,2.4800629770000002,2.4800629770000002,1.0,11.147854076698508,27.0,292.54039654999997,21.0,0.0,112.52464395949997,20.0,24.195041548586993,83.98052929988367,20.0
True,nonsense,13.966516,nonsense_gick_criff_riff,Human,False,False,False,False,True,nonsense_gick_criff_riff^nonsense^invalid,1.3027415,6.68274285,0.5,0.07417582417582418,-1.85988865,-4.83964475,-1.54027409,-1.5782131499999996,193.30915139500001,0.0,2.5127835000000003,2.5127835000000003,1.0,11.093553475169813,27.0,292.326388,21.0,0.0,116.46676981400002,20.0,23.285173380958504,87.55041772370365,20.0
True,violate,35.59383,flowers_animals_reptiles,Human,True,True,True,False,False,flowers_animals_reptiles^violate^valid,1.39136795,6.343162700000001,1.0,0.5,-0.42757876,-2.8035151000000003,1.06354474,1.5603589,195.644762015,0.0,0.0,0.0,0.020833333333333332,25.856437899967275,23.0,170.10999299499997,23.0,94.19569330500002,0.0,15.0,69.24171283924989,21.632608242414875,28.0
True,nonsense,71.632158,nonsense_paft_usp_cesk,Human,True,True,False,False,True,nonsense_paft_usp_cesk^nonsense^valid,1.25741155,6.753462799999999,1.0,0.5,-0.319332865,-3.2022402,1.479851235,1.4542377500000003,194.1513551,0.0,0.0,0.0,0.020833333333333332,25.422581810214574,23.0,178.54818123799998,23.0,109.24261301199999,0.0,23.0,84.21822851659624,23.06640887828383,23.0
True,nonsense,48.230127,nonsense_glap_phropt_soff,Human,False,False,False,False,True,nonsense_glap_phropt_soff^nonsense^invalid,1.35227205,6.52112185,0.5,0.08012820512820512,-1.57862495,-4.8893468,-1.18570811,-1.5977817999999997,195.552656895,0.0,2.481950405,2.481950405,1.0,11.17225247945051,23.0,282.8345518,21.0,0.0,103.14134082750002,20.0,24.80378656262785,77.72821808948059,20.0
True,consistent,12.956185,guns_weapons_dangerous,Human,False,False,True,True,False,guns_weapons_dangerous^consistent^invalid,1.39408715,6.5340829,0.5,0.06696428571428571,-1.9611489,-4.88762115,-1.63489629,-1.5427193500000003,194.05118254,0.0,2.32873984,2.32873984,1.0,10.8506285148653,27.0,291.54363109999997,20.0,0.0,118.99165994199998,20.0,21.096178706755317,86.04086782141151,20.0
True,violate,60.43602,politicians_dishonest_lie,Human,True,True,True,False,False,politicians_dishonest_lie^violate^valid,1.60891725,6.2407863500000005,1.0,0.3333333333333333,-0.42175802500000004,-3.4930686,1.301427375,1.4994692,197.00451852499998,0.0,0.0,0.0,0.020833333333333332,24.845834678580832,23.0,176.56181069550001,23.0,110.38734140450003,0.0,23.0,80.14018471775665,24.31640661257131,23.5
True,violate,15.949493,politicians_dishonest_lie,Human,True,True,True,False,False,politicians_dishonest_lie^violate^valid,1.60891725,6.2407863500000005,1.0,0.3333333333333333,-0.42175802500000004,-3.4930686,1.301427375,1.4994692,197.00451852499998,0.0,0.0,0.0,0.020833333333333332,24.845834678580832,23.0,176.56181069550001,23.0,110.38734140450003,0.0,23.0,80.14018471775665,24.31640661257131,23.5
False,violate,40.929522,politicians_dishonest_lie,Human,True,False,True,False,False,politicians_dishonest_lie^violate^valid,1.60891725,6.2407863500000005,1.0,0.3333333333333333,-0.42175802500000004,-3.4930686,1.301427375,1.4994692,197.00451852499998,0.0,0.0,0.0,0.020833333333333332,24.845834678580832,23.0,176.56181069550001,23.0,110.38734140450003,0.0,23.0,80.14018471775665,24.31640661257131,23.5
True,consistent,33.965117,computers_electronics_expensive,Human,True,True,True,True,False,computers_electronics_expensive^consistent^valid,1.3271959,6.402244700000001,1.0,0.5,-0.309325905,-2.99553325,1.696486945,1.5655205000000003,190.500595345,0.0,0.0,0.0,0.020833333333333332,25.666049193809847,23.0,174.37445491649999,23.0,113.91405538350003,0.0,15.0,88.05523115920096,21.404881096500528,25.0
False,violate,39.765076,flowers_animals_reptiles,Human,True,False,True,False,False,flowers_animals_reptiles^violate^valid,1.39136795,6.343162700000001,1.0,0.5,-0.42757876,-2.8035151000000003,1.06354474,1.5603589,195.644762015,0.0,0.0,0.0,0.020833333333333332,25.856437899967275,23.0,170.10999299499997,23.0,94.19569330500002,0.0,15.0,69.24171283924989,21.632608242414875,28.0
True,consistent,22.3793,gems_diamonds_transparent,Human,False,False,True,True,False,gems_diamonds_transparent^consistent^invalid,1.29061265,6.45597505,0.5,0.13392857142857142,-2.0111534,-4.3736973,-1.71162894,-1.61340465,190.39495634,0.0,2.2556021299999998,2.2556021299999998,1.0,11.321803155640502,27.0,285.44945775,20.0,0.0,115.09901121200001,20.0,21.279162073404216,88.89040149783608,20.0
False,violate,17.164793,librarians_happy_healthy,Human,False,True,True,False,False,librarians_happy_healthy^violate^invalid,1.2445164499999999,6.4562178,0.5,0.1,-1.899031,-4.6887444,-1.596925235,-1.5739893,192.55121761499998,0.0,2.428459022,2.428459022,1.0,11.103789995462996,27.0,289.83771735,20.0,0.0,115.73989745599998,20.0,20.346255553295855,83.19566753643687,20.0
